league|match_id|player_id|Shot_metrics.distance|Shot_metrics.average_distance|Shot_metrics.shots_on_goal|Shot_metrics.accuracy|Shot_metrics.goals|Shot_metrics.goals_per_attempt|Shot_metrics.shot_time|Shot_metrics.shot_time_period|Shot_metrics.body_part_shots|Pass_metrics.distances|Pass_metrics.success|Pass_metrics.success rate|Pass_metrics.assists|Pass_metrics.num assists|Pass_metrics.key_pass_event|Pass_metrics.key_pass_time|Pass_metrics.key_pass_period|Foul_metrics.fouls_committed|Foul_metrics.fouls_committed_time|Foul_metrics.fouls_committed_period|Foul_metrics.fouls_recieved|Foul_metrics.fouls_recieved_time|Foul_metrics.fouls_recieved_period|Foul_metrics.yellow_cards|Foul_metrics.yellow_cards_time|Foul_metrics.yellow_cards_period|Foul_metrics.red_cards|Foul_metrics.red_cards_time|Foul_metrics.red_cards_period
england|2499720|70086|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[36.75       23.70653918 14.82573776 14.19894362 17.38972398 35.34883308
 45.53855509 29.27067645 17.39252713 37.01246412  8.32301027 10.65082156
 20.72414051 16.68270062 13.39038834 13.5       ]"|[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]|1.0|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|8307|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[41.25       31.50142854 21.09502311 25.52371446 33.01832824 28.41144136
 11.77380567 30.61376324 40.8356768  13.13402071 12.2        18.71503406
 23.51068906 18.79494613 19.76765034 38.7177285  20.85215816 26.27303751]"|[1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1]|0.8888888888888888|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|9380|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[21.25770449 26.40075756 22.29910312 10.15246276 18.69418359 18.03357979
  3.99405809 14.89471383 25.7161914  55.97153294 12.52996409  9.88382517
 25.5        34.14395993 20.27985454 13.7        26.27303751 25.96170256
  7.1063352 ]"|[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1]|0.9473684210526315|[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|9097|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[]|[]|0.0|[]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|0|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[]|[]|0.0|[]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|8277|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[19.88095823  5.32541078 18.04168784 24.6221445  11.85326959 30.621112
 46.8532016  25.12374375 12.         11.46309295 26.66500516]"|[1 1 1 1 1 1 1 1 1 1 1]|1.0|[0 0 0 0 0 0 0 0 0 0 0]|0|['Cross']|[3.0548089]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|255935|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[ 5.25       26.03094313  6.29364759 15.73411898]|[1 1 1 1]|1.0|[0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|3657|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[12.40201597 14.88086019]|[0 0]|0.0|[0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|466|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[]|[]|0.0|[]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|15526|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[ 6.6        26.2602837  16.51703666 12.44548111]|[1 0 1 1]|0.75|[0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|8086|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[12.52996409 11.10180166 18.63893774  9.99049548]|[1 0 1 0]|0.5|[0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|71654|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[35.12338964 16.86683136]|[0 1]|0.5|[0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|247248|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[27.83707061 14.88086019]|[1 1]|1.0|[0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|3278|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[12.75       39.88674592 32.00878786]|[1 1 0]|0.6666666666666666|[0 0 0]|0|['Cross']|[1.61279005]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|340386|[15.53938544]|15.53938544473365|[0]|0.0|[0]|0.0|[3.15934773]|['1H']|['right']|[21.70829335 13.89748179]|[0 0]|0.0|[0 0]|0|['Cross' 'Cross']|[5.07251358 7.5920911 ]|['1H' '1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|8317|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[13.48786492  6.29364759 11.77380567 16.02061172 10.5        22.98891037
 20.51712699 14.91383586 21.77779833 10.34456379 17.85385113]"|[1 1 0 0 1 1 1 1 1 1 1]|0.8181818181818182|[0 0 0 0 0 0 0 0 0 0 0]|0|['Cross']|[5.54931945]|['1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|70083|[27.05665353]|27.056653525519376|[0]|0.0|[0]|0.0|[8.90876683]|['1H']|['right']|[22.54046362  4.34770054 24.12488342 30.92656625  2.25       16.38780034]|[1 1 1 1 1 1]|1.0|[0 0 0 0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|38021|[]|nan|[]|0.0|0|0.0|[]|[]|[]|"[22.45551157 15.08011936 35.39918784 12.06244171 11.20591362 18.7
 12.0503112  21.2337585  13.89748179  9.        ]"|[1 1 0 1 1 0 1 1 1 1]|0.8|[0 0 0 0 0 0 0 0 0 0]|0|['Smart pass' 'Smart pass' 'Smart pass']|[2.99635697 3.48301168 6.41737648]|['1H' '1H' '1H']|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|8242|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[43.07090085 26.25      ]|[0 1]|0.5|[0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|61390|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[58.99027462]|[1]|1.0|[0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
england|2499720|64966|[]|nan|[]|0.0|0|0.0|[]|[]|[]|[ 6.7683085   8.8319024  32.08800399]|[0 1 0]|0.3333333333333333|[0 0 0]|0|[]|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]|0|[]|[]
