,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
138,es ESP,DF,27,20,17,"1,540",17.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.2,0.02,0.05,0.07,0.02,0.07,Bruno González
139,jp JPN,"MF,FW",25,22,12,"1,002",11.1,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.9,1.8,0.08,0.08,0.16,0.08,0.16,Gaku Shibasaki
140,uy URU,DF,26,9,8,720,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.06,0.03,0.09,0.06,0.09,Leandro Cabrera
141,es ESP,MF,37,26,6,813,9.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Sergio Mora
142,fr FRA,MF,33,8,6,480,5.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Mathieu Flamini
143,fr FRA,"FW,MF",30,11,6,457,5.1,3,0,2,1,1,3,1,0.59,0.00,0.59,0.39,0.39,1.7,0.9,0.0,0.9,0.33,0.00,0.33,0.17,0.17,Loïc Rémy
144,es ESP,DF,32,10,5,579,6.4,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.03,0.05,0.02,0.05,Francisco Molinero
145,es ESP,"MF,FW",22,13,5,529,5.9,1,1,1,0,0,4,1,0.17,0.17,0.34,0.17,0.34,0.5,0.5,0.7,1.2,0.09,0.12,0.20,0.09,0.20,Álvaro Jiménez
146,ar ARG,GK,24,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Emiliano Martínez
147,es ESP,"MF,FW",21,2,1,113,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Barri
148,uy URU,MF,19,3,1,103,1.1,1,0,1,0,0,0,0,0.87,0.00,0.87,0.87,0.87,0.2,0.2,0.1,0.3,0.21,0.06,0.27,0.21,0.27,Mathías Olivera
149,es ESP,DF,20,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alberto Redondo
150,es ESP,DF,18,1,1,61,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,David Alba
151,es ESP,"MF,FW",26,11,0,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.1,1.1,0.03,0.56,0.59,0.03,0.59,Daniel Pacheco
152,cg CGO,"MF,FW",19,6,0,68,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Merveille Ndockyt
153,dz ALG,MF,33,4,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Mehdi Lacen
154,ec ECU,"MF,FW",27,4,0,58,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jefferson Montero
155,es ESP,DF,19,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Miguel Ángel Rubio
156,es ESP,FW,17,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,1.25,0.00,1.25,1.25,1.25,Hugo Duro
157,es ESP,MF,22,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Carlos Calderón
158,sn SEN,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Pape Assane
159,es ESP,"FW,MF",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,Chuli
160,ar ARG,DF,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Nicolás Gorosito
161,rs SRB,GK,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Filip Manojlović
162,ar ARG,FW,23,37,34,"3,109",34.5,9,3,4,5,5,7,0,0.26,0.09,0.35,0.12,0.20,13.5,9.6,2.8,12.4,0.39,0.08,0.47,0.28,0.36,Jonathan Calleri
163,es ESP,DF,27,31,29,"2,608",29.0,0,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,0.5,0.6,0.01,0.02,0.02,0.01,0.02,Ximo Navarro
164,ar ARG,GK,27,27,27,"2,430",27.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Leandro Chichizola
165,br BRA,DF,27,28,26,"2,130",23.7,0,1,0,0,0,5,1,0.00,0.04,0.04,0.00,0.04,0.2,0.2,1.2,1.4,0.01,0.05,0.06,0.01,0.06,Michel
166,es ESP,DF,29,24,23,"2,025",22.5,0,2,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.1,0.1,0.7,0.8,0.00,0.03,0.04,0.00,0.04,Dani Castellano
167,es ESP,MF,27,23,23,"1,993",22.1,4,3,3,1,3,4,0,0.18,0.14,0.32,0.14,0.27,5.9,3.5,6.4,10.0,0.27,0.29,0.56,0.16,0.45,Jonathan Viera
168,es ESP,DF,28,18,18,"1,619",18.0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,0.8,0.04,0.00,0.05,0.04,0.05,Álex Gálvez
169,es ESP,MF,29,23,17,"1,566",17.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.00,0.01,0.01,0.00,0.01,Javi Castellano
170,es ESP,MF,28,25,17,"1,525",16.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.1,0.05,0.02,0.07,0.05,0.07,Vicente Gómez
171,es ESP,"MF,FW",26,24,16,"1,552",17.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,2.0,2.0,1.2,3.3,0.12,0.07,0.19,0.12,0.19,Tana
172,hr CRO,"FW,MF",21,20,16,"1,304",14.5,2,1,2,0,0,1,1,0.14,0.07,0.21,0.14,0.21,1.6,1.6,1.8,3.4,0.11,0.13,0.23,0.11,0.23,Alen Halilović
173,it ITA,MF,33,21,15,"1,297",14.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.2,0.05,0.04,0.08,0.05,0.08,Alberto Aquilani
174,uy URU,"DF,MF",21,16,14,"1,261",14.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.4,1.1,0.05,0.03,0.08,0.05,0.08,Mauricio Lemos
175,ng NGA,MF,21,14,14,"1,215",13.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,0.4,1.0,0.04,0.03,0.07,0.04,0.07,Oghenekaro Etebo
176,uy URU,DF,28,15,14,"1,153",12.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.2,0.05,0.05,0.10,0.05,0.10,Matías Aguirregaray
177,es ESP,GK,26,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Raúl Lizoain
178,es ESP,DF,26,12,11,894,9.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.5,0.02,0.03,0.05,0.02,0.05,Pedro Bigas
179,es ESP,DF,35,11,9,860,9.6,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.4,0.4,0.3,0.7,0.04,0.04,0.07,0.04,0.07,David García
180,es ESP,"FW,MF",21,14,8,729,8.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.0,1.3,0.04,0.12,0.16,0.04,0.16,Nacho Gil
181,es ESP,"FW,MF",27,9,8,689,7.7,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.7,0.7,0.8,1.5,0.09,0.11,0.19,0.09,0.19,Vitolo
182,es ESP,"FW,MF",35,13,8,673,7.5,0,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,0.9,0.9,1.2,2.1,0.13,0.16,0.28,0.13,0.28,Momo
183,ma MAR,FW,23,10,7,573,6.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,1.6,0.09,0.16,0.24,0.09,0.24,Oussama Tannane
184,ar ARG,MF,32,7,7,570,6.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Gabriel Peñalba
185,fr FRA,FW,30,12,6,766,8.5,5,0,5,0,0,1,0,0.59,0.00,0.59,0.59,0.59,3.9,3.9,0.2,4.1,0.46,0.02,0.48,0.46,0.48,Loïc Rémy
186,es ESP,DF,28,11,6,721,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.0,1.3,0.03,0.13,0.16,0.03,0.16,David Simón
187,ar ARG,"FW,MF",21,15,6,624,6.9,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,0.2,0.2,0.9,1.1,0.03,0.14,0.16,0.03,0.16,Hernán Toledo
188,es ESP,"FW,MF",24,11,6,556,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.4,1.1,0.11,0.07,0.18,0.11,0.18,Jairo Samperio
189,ng NGA,"MF,FW",23,10,5,469,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.1,1.2,0.21,0.02,0.23,0.21,0.23,Imoh Ezekiel
190,es ESP,FW,21,10,4,467,5.2,1,0,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,0.8,0.8,0.2,1.0,0.15,0.05,0.20,0.15,0.20,Erik Expósito
191,es ESP,MF,26,7,4,351,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.1,0.26,0.01,0.27,0.26,0.27,Hernán
192,es ESP,DF,24,3,3,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,Borja Herrera
193,es ESP,DF,31,3,2,184,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Aythami Artiles
194,es ESP,MF,22,2,2,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Sergi Samper
195,es ESP,"FW,DF",22,4,1,166,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.08,0.09,0.01,0.09,Benito Ramírez
196,es ESP,MF,20,1,1,64,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Fabio González
197,ar ARG,"MF,FW",25,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.22,0.00,0.22,0.22,0.22,Sergio Araujo
198,es ESP,DF,23,36,36,"3,202",35.6,2,1,2,0,0,10,0,0.06,0.03,0.08,0.06,0.08,1.8,1.8,1.6,3.4,0.05,0.05,0.10,0.05,0.10,Jonny Castro
199,uy URU,FW,20,36,35,"3,068",34.1,17,4,17,0,0,12,0,0.50,0.12,0.62,0.50,0.62,14.8,14.8,3.9,18.8,0.43,0.12,0.55,0.43,0.55,Maxi Gómez
200,sk SVK,MF,22,38,34,"3,061",34.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.01,0.02,0.02,0.01,0.02,Stanislav Lobotka
201,es ESP,DF,26,34,34,"2,999",33.3,0,5,0,0,0,12,0,0.00,0.15,0.15,0.00,0.15,1.6,1.6,5.3,6.9,0.05,0.16,0.21,0.05,0.21,Hugo Mallo
202,dk DEN,"MF,DF",28,35,34,"2,932",32.6,4,8,4,0,0,3,0,0.12,0.25,0.37,0.12,0.37,3.7,3.7,6.4,10.1,0.11,0.20,0.31,0.11,0.31,Daniel Wass
203,es ESP,FW,29,34,33,"2,936",32.6,22,5,20,2,3,9,0,0.67,0.15,0.83,0.61,0.77,17.3,15.0,9.5,24.5,0.53,0.29,0.82,0.46,0.75,Iago Aspas
204,es ESP,DF,25,33,31,"2,680",29.8,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,1.6,1.6,0.8,2.4,0.05,0.03,0.08,0.05,0.08,Sergi Gómez
205,dk DEN,"FW,MF",22,34,31,"2,517",28.0,5,10,5,0,0,2,0,0.18,0.36,0.54,0.18,0.54,4.7,4.7,5.1,9.8,0.17,0.18,0.35,0.17,0.35,Pione Sisto
206,es ESP,GK,22,22,22,"1,941",21.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Rubén Blanco
207,ar ARG,DF,31,26,20,"1,891",21.0,1,1,1,0,0,5,0,0.05,0.05,0.10,0.05,0.10,0.7,0.7,0.3,1.0,0.03,0.01,0.05,0.03,0.05,Gustavo Cabral
208,cl CHI,MF,30,30,18,"1,819",20.2,3,2,3,0,0,4,0,0.15,0.10,0.25,0.15,0.25,1.9,1.9,1.3,3.2,0.09,0.06,0.16,0.09,0.16,Pablo Hernández
209,es ESP,MF,26,24,18,"1,473",16.4,0,4,0,0,0,7,0,0.00,0.24,0.24,0.00,0.24,1.7,1.7,2.4,4.2,0.11,0.15,0.26,0.11,0.26,Jozabed
210,ar ARG,DF,30,21,17,"1,492",16.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Facundo Roncaglia
211,es ESP,GK,30,17,16,"1,476",16.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Sergio Álvarez
212,es ESP,"MF,FW",20,20,12,948,10.5,1,1,1,0,0,0,0,0.09,0.09,0.19,0.09,0.19,1.7,1.7,1.7,3.4,0.16,0.16,0.32,0.16,0.32,Brais Méndez
213,rs SRB,MF,24,26,11,"1,105",12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.9,0.9,0.6,1.5,0.07,0.05,0.12,0.07,0.12,Nemanja Radoja
214,es ESP,DF,27,12,9,885,9.8,0,1,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Andreu Fontàs
215,tr TUR,"FW,MF",20,23,4,665,7.4,1,2,1,0,0,4,0,0.14,0.27,0.41,0.14,0.41,0.7,0.7,2.2,2.8,0.09,0.30,0.38,0.09,0.38,Emre Mor
216,ar ARG,"FW,MF",21,13,2,276,3.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.2,1.3,0.37,0.06,0.43,0.37,0.43,Lucas Boyé
217,sk SVK,DF,23,2,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.16,0.05,0.21,0.16,0.21,Róbert Mazáň
218,se SWE,"FW,MF",25,8,0,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.4,0.69,0.43,1.11,0.69,1.11,John Guidetti
219,dk DEN,"DF,MF",22,2,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.16,0.00,0.16,0.16,0.16,Andrew Hjulsager
220,es ESP,MF,21,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Daniel Molina Orta
221,es ESP,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Diego Alende
222,es ESP,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Francisco Barbosa
223,gp GLP,"FW,MF",29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Claudio Beauvue
224,rs SRB,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dejan Dražić
225,de GER,FW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dennis Eckert
226,es ESP,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Diego Pampín
227,es ESP,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Víctor Pastrana
228,es ESP,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Daniel Sotres
229,es ESP,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Iván Villar
230,si SVN,GK,24,37,37,"3,330",37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jan Oblak
231,es ESP,MF,22,36,35,"3,155",35.1,2,3,2,0,0,9,0,0.06,0.09,0.14,0.06,0.14,2.7,2.7,2.8,5.5,0.08,0.08,0.16,0.08,0.16,Saúl Ñíguez
232,es ESP,MF,25,35,33,"2,756",30.6,4,4,4,0,0,3,0,0.13,0.13,0.26,0.13,0.26,2.3,2.3,6.7,9.0,0.08,0.22,0.29,0.08,0.29,Koke
233,fr FRA,"FW,MF",26,32,30,"2,519",28.0,19,9,17,2,2,7,1,0.68,0.32,1.00,0.61,0.93,13.1,11.5,6.8,18.3,0.47,0.24,0.71,0.41,0.65,Antoine Griezmann
234,uy URU,DF,31,30,28,"2,554",28.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.9,1.9,0.6,2.5,0.07,0.02,0.09,0.07,0.09,Diego Godín
235,gh GHA,"MF,DF",24,33,28,"2,377",26.4,3,0,3,0,0,6,0,0.11,0.00,0.11,0.11,0.11,1.6,1.6,0.6,2.2,0.06,0.02,0.08,0.06,0.08,Thomas Partey
236,ar ARG,"MF,FW",22,37,27,"2,253",25.0,8,4,8,0,0,4,1,0.32,0.16,0.48,0.32,0.48,5.9,5.9,2.7,8.5,0.23,0.11,0.34,0.23,0.34,Ángel Correa
237,me MNE,DF,26,27,26,"2,299",25.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.01,0.01,0.01,0.01,0.01,Stefan Savić
238,es ESP,MF,34,34,25,"2,349",26.1,0,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,0.3,0.3,1.6,1.9,0.01,0.06,0.07,0.01,0.07,Gabi
239,fr FRA,DF,21,27,24,"2,116",23.5,0,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,0.6,0.6,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Lucas Hernández
240,hr CRO,DF,25,21,19,"1,696",18.8,0,4,0,0,0,7,0,0.00,0.21,0.21,0.00,0.21,0.4,0.4,2.4,2.8,0.02,0.13,0.15,0.02,0.15,Šime Vrsaljko
241,br BRA,DF,31,20,19,"1,659",18.4,1,2,1,0,0,4,0,0.05,0.11,0.16,0.05,0.16,0.3,0.3,2.0,2.3,0.01,0.11,0.12,0.01,0.12,Filipe Luís
242,uy URU,DF,22,23,17,"1,690",18.8,1,1,1,0,0,6,0,0.05,0.05,0.11,0.05,0.11,1.2,1.2,0.4,1.6,0.06,0.02,0.09,0.06,0.09,José María Giménez
243,es ESP,DF,32,17,15,"1,307",14.5,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.1,0.1,1.8,1.8,0.01,0.12,0.13,0.01,0.13,Juanfran
244,es ESP,FW,28,15,13,"1,041",11.6,3,3,3,0,0,7,1,0.26,0.26,0.52,0.26,0.52,3.6,3.6,2.4,6.0,0.31,0.21,0.52,0.31,0.52,Diego Costa
245,fr FRA,FW,30,25,11,"1,125",12.5,7,2,5,2,2,0,0,0.56,0.16,0.72,0.40,0.56,6.1,4.6,1.5,6.0,0.49,0.12,0.61,0.36,0.48,Kévin Gameiro
246,be BEL,"MF,FW",23,17,8,901,10.0,3,4,3,0,0,3,0,0.30,0.40,0.70,0.30,0.70,2.3,2.3,2.6,4.9,0.23,0.26,0.49,0.23,0.49,Yannick Carrasco
247,es ESP,"MF,FW",27,14,8,618,6.9,1,2,1,0,0,1,1,0.15,0.29,0.44,0.15,0.44,1.4,1.4,0.6,2.0,0.20,0.09,0.29,0.20,0.29,Vitolo
248,es ESP,FW,33,27,7,982,10.9,5,0,5,0,1,2,0,0.46,0.00,0.46,0.46,0.46,5.5,4.7,0.4,5.1,0.50,0.03,0.54,0.43,0.46,Fernando Torres
249,ar ARG,FW,23,6,4,269,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.3,1.4,0.38,0.09,0.47,0.38,0.47,Luciano Vietto
250,ar ARG,"MF,FW",29,6,1,219,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.18,0.16,0.34,0.18,0.34,Nicolás Gaitán
251,ar ARG,MF,31,5,1,107,1.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Augusto Fernández
252,ar ARG,GK,21,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Axel Werner
253,es ESP,DF,19,1,1,63,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Carlos Isaac
254,sn SEN,"MF,FW",22,1,0,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Arona Sané
255,es ESP,MF,19,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Toni Moya
256,es ESP,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Juan Agüero
257,es ESP,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alex
258,es ESP,GK,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,Miguel Ángel Moyá
259,es ESP,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Roberto Olabe del Arco
260,al ALB,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Keidi Bare
261,es ESP,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Giovanni
262,es ESP,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Sergi González
263,es ESP,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Antonio Montoro
264,de GER,GK,25,37,37,"3,330",37.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Marc-André ter Stegen
265,ar ARG,FW,30,36,32,"3,000",33.3,34,12,32,2,4,3,0,1.02,0.36,1.38,0.96,1.32,27.1,24.0,13.9,37.9,0.81,0.42,1.23,0.72,1.14,Lionel Messi
266,uy URU,FW,30,33,32,"2,899",32.2,25,12,24,1,1,9,0,0.78,0.37,1.15,0.75,1.12,23.4,22.6,10.5,33.2,0.73,0.33,1.05,0.70,1.03,Luis Suárez
267,hr CRO,MF,29,35,31,"2,835",31.5,1,5,1,0,0,4,0,0.03,0.16,0.19,0.03,0.19,2.0,2.0,3.9,5.9,0.06,0.12,0.19,0.06,0.19,Ivan Rakitić
268,es ESP,DF,28,33,30,"2,744",30.5,2,8,2,0,0,7,0,0.07,0.26,0.33,0.07,0.33,2.1,2.1,6.1,8.3,0.07,0.20,0.27,0.07,0.27,Jordi Alba
269,es ESP,MF,29,31,30,"2,593",28.8,1,4,1,0,0,8,0,0.03,0.14,0.17,0.03,0.17,1.0,1.0,2.0,3.0,0.04,0.07,0.10,0.04,0.10,Sergio Busquets
270,es ESP,DF,30,30,29,"2,632",29.2,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,2.6,2.6,1.0,3.6,0.09,0.04,0.12,0.09,0.12,Gerard Piqué
271,es ESP,MF,33,30,25,"1,824",20.3,1,2,1,0,0,1,0,0.05,0.10,0.15,0.05,0.15,0.6,0.6,1.8,2.4,0.03,0.09,0.12,0.03,0.12,Andrés Iniesta
272,es ESP,DF,25,30,24,"2,225",24.7,1,7,1,0,0,3,2,0.04,0.28,0.32,0.04,0.32,0.8,0.8,3.8,4.5,0.03,0.15,0.18,0.03,0.18,Sergi Roberto
273,fr FRA,DF,23,25,24,"2,189",24.3,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,0.7,0.7,0.1,0.8,0.03,0.00,0.03,0.03,0.03,Samuel Umtiti
274,br BRA,MF,29,34,21,"1,945",21.6,9,2,9,0,0,2,0,0.42,0.09,0.51,0.42,0.51,10.0,10.0,2.7,12.7,0.46,0.12,0.59,0.46,0.59,Paulinho
275,pt POR,DF,23,24,17,"1,493",16.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.2,1.4,0.02,0.07,0.09,0.02,0.09,Nélson Semedo
276,br BRA,"MF,FW",25,18,16,"1,296",14.4,8,5,8,0,0,1,0,0.56,0.35,0.90,0.56,0.90,3.6,3.6,4.2,7.8,0.25,0.29,0.54,0.25,0.54,Philippe Coutinho
277,be BEL,DF,31,14,12,"1,018",11.3,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.4,0.7,0.03,0.03,0.06,0.03,0.06,Thomas Vermaelen
278,fr FRA,"FW,MF",20,17,12,925,10.3,3,6,3,0,0,2,0,0.29,0.58,0.88,0.29,0.88,2.1,2.1,3.7,5.8,0.20,0.36,0.56,0.20,0.56,Ousmane Dembélé
279,fr FRA,DF,24,12,8,704,7.8,0,2,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,0.3,0.3,1.8,2.1,0.04,0.23,0.27,0.04,0.27,Lucas Digne
280,es ESP,"MF,FW",23,17,8,695,7.7,4,3,4,0,0,0,0,0.52,0.39,0.91,0.52,0.91,3.9,3.9,2.1,6.0,0.51,0.27,0.78,0.51,0.78,Paco Alcácer
281,pt POR,MF,24,16,6,635,7.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.08,0.02,0.10,0.08,0.10,André Gomes
