,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
287,eng ENG,DF,27,28,28,"2,510",27.9,2,0,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,2.3,2.3,1.2,3.5,0.08,0.04,0.13,0.08,0.13,Craig Dawson
288,nir NIR,DF,29,28,26,"2,270",25.2,2,2,2,0,0,7,0,0.08,0.08,0.16,0.08,0.16,2.1,2.1,0.9,3.0,0.08,0.03,0.12,0.08,0.12,Jonny Evans
289,cm CMR,DF,29,29,25,"2,310",25.7,0,1,0,0,0,7,0,0.00,0.04,0.04,0.00,0.04,0.1,0.1,1.1,1.2,0.00,0.04,0.05,0.00,0.05,Allan Nyom
290,sct SCO,"MF,DF",26,30,23,"2,093",23.3,2,2,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,2.4,2.4,4.1,6.5,0.10,0.18,0.28,0.10,0.28,Matt Phillips
291,eng ENG,MF,36,25,22,"1,923",21.4,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,1.6,1.6,1.4,3.0,0.07,0.07,0.14,0.07,0.14,Gareth Barry
292,nir NIR,"MF,DF",32,26,22,"1,920",21.3,0,7,0,0,0,5,0,0.00,0.33,0.33,0.00,0.33,1.8,1.8,4.3,6.1,0.09,0.20,0.29,0.09,0.29,Chris Brunt
293,pl POL,MF,27,27,20,"1,641",18.2,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.8,0.8,1.8,2.6,0.04,0.10,0.14,0.04,0.14,Grzegorz Krychowiak
294,ie IRL,"MF,FW",28,30,14,"1,406",15.6,1,0,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,1.8,1.8,0.8,2.7,0.12,0.05,0.17,0.12,0.17,James McClean
295,ar ARG,MF,30,16,9,903,10.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.05,0.00,0.05,0.05,0.05,Claudio Yacob
296,wls WAL,"FW,MF",28,21,8,827,9.2,2,0,2,0,0,2,1,0.22,0.00,0.22,0.22,0.22,2.4,2.4,0.4,2.8,0.26,0.04,0.31,0.26,0.31,Hal Robson-Kanu
297,eng ENG,MF,19,10,7,537,6.0,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,0.5,0.5,0.2,0.8,0.09,0.04,0.13,0.09,0.13,Sam Field
298,nir NIR,DF,37,9,5,458,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gareth McAuley
299,sct SCO,"FW,MF",20,15,2,367,4.1,0,2,0,0,0,0,0,0.00,0.49,0.49,0.00,0.49,0.5,0.5,0.5,1.0,0.12,0.13,0.25,0.12,0.25,Oliver Burke
300,be BEL,"FW,MF",27,5,2,260,2.9,1,0,1,0,0,1,0,0.35,0.00,0.35,0.35,0.35,0.2,0.2,0.1,0.3,0.08,0.04,0.11,0.08,0.11,Nacer Chadli
301,sct SCO,MF,31,4,2,207,2.3,1,0,1,0,0,0,0,0.43,0.00,0.43,0.43,0.43,1.0,1.0,0.1,1.1,0.44,0.04,0.49,0.44,0.49,James Morrison
302,eng ENG,FW,27,6,2,118,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.4,0.10,0.17,0.27,0.10,0.27,Daniel Sturridge
303,wls WAL,GK,34,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Boaz Myhill
304,eng ENG,MF,17,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.22,0.22,0.00,0.22,Rekeem Harper
305,eng ENG,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Nathan Ferguson
306,eg EGY,DF,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ali Gabr
307,eng ENG,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kyle Jameson
308,eng ENG,"FW,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Jonathan Leko
309,eng ENG,"DF,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Max Melbourne
310,eng ENG,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alex Palmer
311,eng ENG,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Rayhaan Tulloch
312,eng ENG,"DF,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kane Wilson
313,ch SUI,MF,24,38,37,"3,260",36.2,1,7,1,0,0,10,0,0.03,0.19,0.22,0.03,0.22,2.4,2.4,3.4,5.8,0.07,0.09,0.16,0.07,0.16,Granit Xhaka
314,es ESP,DF,22,35,34,"3,051",33.9,2,3,2,0,0,5,0,0.06,0.09,0.15,0.06,0.15,2.2,2.2,3.9,6.2,0.07,0.12,0.18,0.07,0.18,Héctor Bellerín
315,cz CZE,GK,35,34,34,"3,039",33.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Petr Čech
316,es ESP,DF,31,28,26,"2,243",24.9,5,2,5,0,0,3,0,0.20,0.08,0.28,0.20,0.28,1.7,1.7,2.6,4.3,0.07,0.11,0.17,0.07,0.17,Nacho Monreal
317,fr FRA,FW,26,32,26,"2,202",24.5,14,4,12,2,2,1,0,0.57,0.16,0.74,0.49,0.65,13.7,12.1,4.4,16.5,0.56,0.18,0.74,0.49,0.67,Alexandre Lacazette
318,de GER,DF,25,27,25,"2,273",25.3,3,1,3,0,0,6,0,0.12,0.04,0.16,0.12,0.16,0.8,0.8,1.3,2.1,0.03,0.05,0.08,0.03,0.08,Shkodran Mustafi
319,fr FRA,DF,31,25,25,"2,225",24.7,2,0,2,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.9,1.9,0.4,2.3,0.08,0.02,0.09,0.08,0.09,Laurent Koscielny
320,ba BIH,DF,24,27,25,"2,147",23.9,2,4,2,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.2,2.2,3.5,5.8,0.09,0.15,0.24,0.09,0.24,Sead Kolašinac
321,de GER,"MF,FW",28,26,24,"2,163",24.0,4,8,4,0,0,4,0,0.17,0.33,0.50,0.17,0.50,4.4,4.4,8.7,13.1,0.18,0.36,0.55,0.18,0.55,Mesut Özil
322,ng NGA,"MF,FW",21,26,22,"1,830",20.3,3,5,3,0,0,1,0,0.15,0.25,0.39,0.15,0.39,3.9,3.9,3.5,7.3,0.19,0.17,0.36,0.19,0.36,Alex Iwobi
323,wls WAL,MF,26,24,21,"1,846",20.5,7,8,7,0,0,0,0,0.34,0.39,0.73,0.34,0.73,6.1,6.1,5.4,11.5,0.30,0.26,0.56,0.30,0.56,Aaron Ramsey
324,cl CHI,"MF,FW",28,19,17,"1,503",16.7,7,3,6,1,1,4,0,0.42,0.18,0.60,0.36,0.54,8.1,7.3,4.9,12.2,0.49,0.29,0.78,0.44,0.73,Alexis Sánchez
325,eng ENG,"FW,MF",26,28,12,"1,194",13.3,5,2,5,0,0,1,0,0.38,0.15,0.53,0.38,0.53,5.5,5.5,1.4,7.0,0.42,0.11,0.52,0.42,0.52,Danny Welbeck
326,eng ENG,MF,25,20,12,"1,193",13.3,1,3,1,0,0,6,0,0.08,0.23,0.30,0.08,0.30,1.1,1.1,2.6,3.7,0.08,0.19,0.28,0.08,0.28,Jack Wilshere
327,ga GAB,FW,28,13,12,"1,057",11.7,10,4,9,1,2,0,0,0.85,0.34,1.19,0.77,1.11,8.4,6.8,1.1,8.0,0.71,0.10,0.81,0.58,0.68,Pierre-Emerick Aubameyang
328,eg EGY,MF,25,13,11,867,9.6,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.9,1.2,0.03,0.10,0.13,0.03,0.13,Mohamed Elneny
329,eng ENG,DF,22,12,10,866,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,1.5,0.15,0.01,0.16,0.15,0.16,Calum Chambers
330,eng ENG,DF,21,12,9,822,9.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.01,0.01,0.02,0.01,0.02,Rob Holding
331,am ARM,"FW,MF",28,11,9,794,8.8,2,4,2,0,0,0,0,0.23,0.45,0.68,0.23,0.68,1.5,1.5,2.8,4.2,0.17,0.31,0.48,0.17,0.48,Henrikh Mkhitaryan
332,eng ENG,"DF,MF",19,15,8,914,10.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.02,0.08,0.11,0.02,0.11,Ainsley Maitland-Niles
