,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
0,dk DEN,"MF,FW",25,37,37,"3,218",35.8,10,10,10,0,0,0,0,0.28,0.28,0.56,0.28,0.56,7.0,7.0,11.6,18.6,0.20,0.32,0.52,0.20,0.52,Christian Eriksen
1,fr FRA,GK,30,36,36,"3,240",36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Hugo Lloris
2,be BEL,DF,30,36,36,"3,203",35.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.8,1.7,0.03,0.02,0.05,0.03,0.05,Jan Vertonghen
3,eng ENG,FW,24,37,35,"3,076",34.2,30,2,28,2,3,5,0,0.88,0.06,0.94,0.82,0.88,24.8,22.4,2.7,25.1,0.72,0.08,0.80,0.66,0.73,Harry Kane
4,eng ENG,"MF,FW",21,36,34,"2,958",32.9,9,10,9,0,0,7,0,0.27,0.30,0.58,0.27,0.58,9.1,9.1,8.2,17.3,0.28,0.25,0.53,0.28,0.53,Dele Alli
5,eng ENG,"MF,DF",23,34,32,"2,824",31.4,0,2,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,2.0,2.0,1.7,3.7,0.06,0.05,0.12,0.06,0.12,Eric Dier
6,co COL,DF,21,31,29,"2,534",28.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.7,0.02,0.00,0.02,0.02,0.02,Davinson Sánchez
7,kr KOR,FW,25,37,27,"2,317",25.7,12,6,12,0,0,0,0,0.47,0.23,0.70,0.47,0.70,10.2,10.2,6.2,16.4,0.40,0.24,0.64,0.40,0.64,Son Heung-min
8,wls WAL,DF,24,29,26,"2,324",25.8,2,6,2,0,0,3,0,0.08,0.23,0.31,0.08,0.31,1.1,1.1,3.2,4.3,0.04,0.12,0.16,0.04,0.16,Ben Davies
9,eng ENG,DF,26,24,21,"1,914",21.3,0,5,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.4,0.4,4.2,4.6,0.02,0.20,0.22,0.02,0.22,Kieran Trippier
10,be BEL,MF,30,28,21,"1,879",20.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.7,1.1,0.02,0.03,0.05,0.02,0.05,Mousa Dembélé
11,ci CIV,DF,24,17,16,"1,429",15.9,2,2,2,0,0,2,2,0.13,0.13,0.25,0.13,0.25,0.8,0.8,2.6,3.4,0.05,0.16,0.21,0.05,0.21,Serge Aurier
12,fr FRA,"MF,FW",27,32,15,"1,386",15.4,1,1,1,0,0,3,0,0.06,0.06,0.13,0.06,0.13,2.2,2.2,2.2,4.4,0.14,0.14,0.28,0.14,0.28,Moussa Sissoko
13,be BEL,DF,28,14,13,"1,178",13.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,Toby Alderweireld
14,eng ENG,DF,27,10,9,800,8.9,0,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.6,0.6,0.6,1.2,0.07,0.07,0.14,0.07,0.14,Danny Rose
15,eng ENG,MF,21,16,9,774,8.6,0,1,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07,Harry Winks
16,ke KEN,MF,26,18,8,846,9.4,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,0.2,0.7,0.05,0.02,0.07,0.05,0.07,Victor Wanyama
17,ar ARG,"FW,MF",25,25,7,843,9.4,2,2,2,0,0,4,0,0.21,0.21,0.43,0.21,0.43,3.4,3.4,2.0,5.4,0.37,0.21,0.57,0.37,0.57,Érik Lamela
18,br BRA,"FW,MF",24,6,2,210,2.3,0,1,0,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.2,0.2,0.3,0.4,0.08,0.11,0.18,0.08,0.18,Lucas Moura
19,eng ENG,DF,20,3,2,189,2.1,0,2,0,0,0,0,0,0.00,0.95,0.95,0.00,0.95,0.0,0.0,1.2,1.2,0.00,0.59,0.59,0.00,0.59,Kyle Walker-Peters
20,es ESP,"FW,MF",32,16,1,238,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,1.0,1.0,0.2,1.2,0.38,0.06,0.44,0.38,0.44,Fernando Llorente
21,ar ARG,GK,25,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Paulo Gazzaniga
22,nl NED,GK,33,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Michel Vorm
23,nl NED,DF,23,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Vincent Janssen
24,cm CMR,MF,22,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,,,,,,Georges-Kévin N'Koudou
25,us USA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Cameron Carter-Vickers
26,ar ARG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Juan Foyth
27,eng ENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Tashan Oakley-Boothe
28,eng ENG,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kazaiah Sterling
29,eng ENG,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alfie Whiteman
30,at AUT,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kevin Wimmer
31,eg EGY,FW,25,36,34,"2,907",32.3,32,10,31,1,2,1,0,0.99,0.31,1.30,0.96,1.27,24.1,22.6,7.5,30.1,0.75,0.23,0.98,0.70,0.93,Mohamed Salah
32,br BRA,FW,25,37,32,"2,763",30.7,15,7,14,1,1,1,0,0.49,0.23,0.72,0.46,0.68,10.7,9.9,6.5,16.4,0.35,0.21,0.56,0.32,0.53,Roberto Firmino
33,sn SEN,FW,25,29,28,"2,190",24.3,10,7,10,0,0,3,1,0.41,0.29,0.70,0.41,0.70,10.6,10.6,5.4,16.0,0.44,0.22,0.66,0.44,0.66,Sadio Mané
34,nl NED,MF,26,33,27,"2,387",26.5,1,2,1,0,0,1,0,0.04,0.08,0.11,0.04,0.11,2.8,2.8,1.2,4.0,0.11,0.05,0.15,0.11,0.15,Georginio Wijnaldum
35,eng ENG,MF,27,27,25,"2,171",24.1,1,1,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.8,3.0,0.05,0.08,0.13,0.05,0.12,Jordan Henderson
36,hr CRO,DF,28,29,24,"2,127",23.6,2,1,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,1.4,1.4,1.3,2.6,0.06,0.05,0.11,0.06,0.11,Dejan Lovren
37,de GER,MF,23,26,24,"2,091",23.2,3,4,3,0,0,8,0,0.13,0.17,0.30,0.13,0.30,1.8,1.8,3.0,4.8,0.08,0.13,0.21,0.08,0.21,Emre Can
38,cm CMR,DF,25,25,22,"1,997",22.2,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.9,1.9,0.3,2.2,0.09,0.01,0.10,0.09,0.10,Joël Matip
39,sct SCO,DF,23,22,22,"1,940",21.6,1,5,1,0,0,2,0,0.05,0.23,0.28,0.05,0.28,0.5,0.5,4.1,4.7,0.03,0.19,0.22,0.03,0.22,Andrew Robertson
40,eng ENG,DF,20,23,21,"1,902",21.1,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,1.5,1.7,0.01,0.07,0.08,0.01,0.08,Joe Gomez
41,de GER,GK,24,19,19,"1,710",19.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Loris Karius
42,be BEL,GK,29,19,19,"1,710",19.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Simon Mignolet
43,eng ENG,DF,18,19,18,"1,573",17.5,1,1,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,1.0,1.0,2.6,3.6,0.05,0.15,0.21,0.05,0.21,Trent Alexander-Arnold
44,eng ENG,MF,31,32,16,"1,775",19.7,0,3,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,1.1,1.1,3.2,4.3,0.05,0.16,0.22,0.05,0.22,James Milner
45,ee EST,DF,31,19,16,"1,451",16.1,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.9,0.9,0.2,1.0,0.05,0.01,0.06,0.05,0.06,Ragnar Klavan
46,eng ENG,"MF,FW",23,32,14,"1,493",16.6,3,7,3,0,0,3,0,0.18,0.42,0.60,0.18,0.60,2.2,2.2,3.8,5.9,0.13,0.23,0.36,0.13,0.36,Alex Oxlade-Chamberlain
47,es ESP,DF,25,16,14,"1,266",14.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.04,0.06,0.09,0.04,0.09,Alberto Moreno
48,nl NED,DF,26,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.2,2.3,0.08,0.08,0.16,0.08,0.16,Virgil van Dijk
49,br BRA,"MF,FW",25,14,13,"1,109",12.3,7,6,7,0,0,0,0,0.57,0.49,1.06,0.57,1.06,3.5,3.5,4.7,8.2,0.28,0.38,0.67,0.28,0.67,Philippe Coutinho
50,eng ENG,FW,19,21,5,596,6.6,1,1,1,0,0,0,0,0.15,0.15,0.30,0.15,0.30,3.5,3.5,2.6,6.1,0.53,0.40,0.92,0.53,0.92,Dominic Solanke
51,eng ENG,FW,27,9,5,431,4.8,2,1,2,0,0,0,0,0.42,0.21,0.63,0.42,0.63,2.3,2.3,0.8,3.2,0.49,0.17,0.66,0.49,0.66,Daniel Sturridge
52,eng ENG,FW,25,8,3,267,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,1.1,1.1,0.1,1.3,0.38,0.05,0.42,0.38,0.42,Danny Ings
53,eng ENG,"DF,FW",26,3,2,174,1.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.07,0.04,0.10,0.07,0.10,Nathaniel Clyne
54,eng ENG,"MF,FW",29,12,1,308,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.4,1.8,0.55,0.13,0.68,0.55,0.68,Adam Lallana
55,rs SRB,"MF,DF",21,3,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.15,0.15,0.00,0.15,Marko Grujić
56,be BEL,FW,22,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Divock Origi
57,wls WAL,FW,17,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Ben Woodburn
58,pt POR,"FW,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Rafael Camacho
59,eng ENG,DF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Jon Flanagan
60,eng ENG,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Curtis Jones
61,ie IRL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Conor Masterson
62,wls WAL,GK,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,Danny Ward
63,eng ENG,DF,25,38,38,"3,420",38.0,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.7,2.7,1.2,3.9,0.07,0.03,0.10,0.07,0.10,Lewis Dunk
64,au AUS,GK,25,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mathew Ryan
65,ie IRL,DF,25,37,37,"3,292",36.6,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,2.3,2.3,1.1,3.4,0.06,0.03,0.09,0.06,0.09,Shane Duffy
66,eng ENG,MF,28,36,36,"3,240",36.0,0,3,0,0,0,6,0,0.00,0.08,0.08,0.00,0.08,1.2,1.2,2.3,3.5,0.03,0.06,0.10,0.03,0.10,Dale Stephens
67,nl NED,MF,25,35,35,"3,119",34.7,0,4,0,0,0,2,1,0.00,0.12,0.12,0.00,0.12,1.9,1.9,1.4,3.4,0.06,0.04,0.10,0.06,0.10,Davy Pröpper
68,de GER,"FW,MF",26,38,35,"2,928",32.5,7,8,6,1,1,2,0,0.22,0.25,0.46,0.18,0.43,3.3,2.5,8.3,10.8,0.10,0.25,0.36,0.08,0.33,Pascal Groß
69,fr FRA,"MF,FW",25,33,27,"2,421",26.9,3,1,3,0,0,4,1,0.11,0.04,0.15,0.11,0.15,4.1,4.1,3.2,7.3,0.15,0.12,0.27,0.15,0.27,Anthony Knockaert
70,cm CMR,DF,29,25,25,"2,236",24.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.00,0.02,0.02,0.00,0.02,Gaëtan Bong
71,eng ENG,FW,33,35,25,"2,192",24.4,12,0,8,4,6,9,0,0.49,0.00,0.49,0.33,0.33,11.9,7.5,1.6,9.1,0.49,0.07,0.55,0.31,0.37,Glenn Murray
72,es ESP,DF,36,25,23,"2,016",22.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.00,0.03,0.03,0.00,0.03,Bruno
73,co COL,"MF,FW",25,32,23,"1,984",22.0,5,3,5,0,0,2,0,0.23,0.14,0.36,0.23,0.36,3.8,3.8,2.2,5.9,0.17,0.10,0.27,0.17,0.27,José Izquierdo
74,eng ENG,"MF,FW",23,36,18,"1,851",20.6,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,1.5,1.5,1.4,2.9,0.07,0.07,0.14,0.07,0.14,Solly March
75,it ITA,DF,28,20,15,"1,318",14.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.02,0.04,0.06,0.02,0.06,Ezequiel Schelotto
76,at AUT,DF,30,14,13,"1,179",13.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03,Markus Suttner
77,il ISR,FW,30,16,9,849,9.4,2,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,1.9,1.9,0.1,2.0,0.20,0.01,0.21,0.20,0.21,Tomer Hemed
78,il ISR,MF,29,19,8,745,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.03,0.06,0.09,0.03,0.09,Beram Kayal
79,eng ENG,"MF,FW",20,13,4,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.8,0.9,0.02,0.24,0.26,0.02,0.26,Izzy Brown
80,nl NED,"FW,MF",23,6,3,224,2.5,1,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,1.1,1.1,0.1,1.2,0.44,0.04,0.48,0.44,0.48,Jürgen Locadia
81,ar ARG,FW,31,10,2,267,3.0,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.7,0.7,0.2,1.0,0.25,0.08,0.33,0.25,0.33,Leonardo Ulloa
82,eng ENG,DF,24,3,2,200,2.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.10,0.00,0.10,0.10,0.10,Connor Goldson
83,sct SCO,MF,27,4,1,168,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.01,0.04,0.03,0.04,Jamie Murphy
84,eng ENG,DF,33,3,1,164,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Liam Rosenior
85,eng ENG,FW,28,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Sam Baldock
86,de GER,DF,31,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Uwe Hünemeier
87,nl NED,GK,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Tim Krul
88,fi FIN,GK,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,Niki Mäenpää
89,ie IRL,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Jayson Molumby
90,eng ENG,MF,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Steve Sidwell
91,cz CZE,"FW,MF",25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Jiří Skalák
92,ar ARG,"DF,MF",32,37,37,"3,289",36.5,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.4,0.4,0.9,1.3,0.01,0.03,0.04,0.01,0.04,Pablo Zabaleta
93,eng ENG,DF,27,36,35,"3,069",34.1,1,3,1,0,0,7,0,0.03,0.09,0.12,0.03,0.12,0.8,0.8,3.2,3.9,0.02,0.09,0.12,0.02,0.12,Aaron Cresswell
94,it ITA,DF,29,32,32,"2,880",32.0,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,0.5,1.1,0.02,0.01,0.04,0.02,0.04,Angelo Ogbonna
95,sn SEN,MF,27,33,32,"2,799",31.1,2,3,2,0,0,5,0,0.06,0.10,0.16,0.06,0.16,2.7,2.7,1.1,3.8,0.09,0.04,0.12,0.09,0.12,Cheikhou Kouyaté
96,eng ENG,MF,30,29,28,"2,400",26.7,4,0,2,2,2,6,0,0.15,0.00,0.15,0.07,0.07,2.4,0.8,1.8,2.6,0.09,0.07,0.16,0.03,0.10,Mark Noble
97,at AUT,"FW,MF",28,31,28,"2,313",25.7,11,6,11,0,0,5,1,0.43,0.23,0.66,0.43,0.66,8.6,8.6,4.3,13.0,0.34,0.17,0.50,0.34,0.50,Marko Arnautović
98,ar ARG,"MF,FW",24,27,23,"2,042",22.7,5,6,5,0,1,4,0,0.22,0.26,0.48,0.22,0.48,3.9,3.1,4.1,7.2,0.17,0.18,0.35,0.14,0.32,Manuel Lanzini
99,cd COD,DF,23,27,21,"1,870",20.8,0,3,0,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,2.0,2.2,0.01,0.09,0.11,0.01,0.11,Arthur Masuaku
100,es ESP,GK,30,19,19,"1,710",19.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Adrián
101,eng ENG,GK,30,19,19,"1,710",19.0,0,1,0,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.7,0.7,0.00,0.04,0.04,0.00,0.04,Joe Hart
102,gq EQG,MF,25,21,18,"1,563",17.4,2,0,2,0,0,3,0,0.12,0.00,0.12,0.12,0.12,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04,Pedro Obiang
103,nz NZL,DF,29,17,17,"1,452",16.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.5,0.02,0.02,0.03,0.02,0.03,Winston Reid
104,mx MEX,FW,29,28,16,"1,548",17.2,8,0,8,0,0,3,0,0.47,0.00,0.47,0.47,0.47,5.0,5.0,1.3,6.3,0.29,0.08,0.37,0.29,0.37,Javier Hernández
105,jm JAM,"FW,MF",27,21,16,"1,354",15.0,3,1,3,0,0,1,0,0.20,0.07,0.27,0.20,0.27,2.4,2.4,1.0,3.4,0.16,0.07,0.23,0.16,0.23,Michail Antonio
106,eng ENG,"DF,MF",18,26,15,"1,430",15.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Declan Rice
107,wls WAL,DF,33,13,12,"1,050",11.7,1,0,1,0,0,3,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,James Collins
108,pt POR,MF,24,13,12,"1,022",11.4,2,1,2,0,0,0,0,0.18,0.09,0.26,0.18,0.26,1.7,1.7,1.4,3.1,0.15,0.12,0.27,0.15,0.27,João Mário
109,gh GHA,"MF,FW",27,18,9,895,9.9,3,2,3,0,1,2,0,0.30,0.20,0.50,0.30,0.50,3.3,2.5,0.3,2.9,0.33,0.03,0.37,0.25,0.29,André Ayew
110,ch SUI,"MF,DF",21,14,9,845,9.4,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.3,0.3,0.3,0.6,0.03,0.03,0.07,0.03,0.07,Edimilson Fernandes
111,pt POR,DF,33,8,8,688,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,0.6,0.6,0.3,0.9,0.08,0.04,0.12,0.08,0.12,José Fonte
112,eng ENG,FW,28,16,7,751,8.3,3,0,3,0,0,6,2,0.36,0.00,0.36,0.36,0.36,1.8,1.8,0.5,2.4,0.22,0.06,0.28,0.22,0.28,Andy Carroll
113,fr FRA,"DF,MF",36,5,3,228,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Patrice Evra
114,eng ENG,"DF,MF",23,5,2,248,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.11,0.04,0.15,0.11,0.15,Sam Byram
115,sn SEN,FW,27,14,0,306,3.4,2,0,2,0,0,2,0,0.59,0.00,0.59,0.59,0.59,1.4,1.4,0.1,1.5,0.42,0.02,0.43,0.42,0.43,Diafra Sakho
116,eng ENG,FW,25,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jordan Hugill
117,ie IRL,MF,21,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Josh Cullen
118,eng ENG,MF,18,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Reece Oxford
119,eng ENG,"FW,MF",19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marcus Browne
120,eng ENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Reece Burke
121,eng ENG,"FW,MF",19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Grady Diangana
122,me MNE,"FW,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Sead Haksabanović
123,eng ENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ben Johnson
124,eng ENG,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Moses Makasi
125,es ESP,FW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Toni Martínez
126,eng ENG,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Josh Pask
127,pt POR,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Domingos Quina
128,eng ENG,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Nathan Trott
129,wls WAL,MF,27,36,36,"3,139",34.9,2,6,2,0,0,8,0,0.06,0.17,0.23,0.06,0.23,1.8,1.8,2.8,4.6,0.05,0.08,0.13,0.05,0.13,Joe Allen
130,ch SUI,"MF,FW",25,36,36,"3,039",33.8,8,7,8,0,1,5,0,0.24,0.21,0.44,0.24,0.44,5.0,4.2,7.1,11.3,0.15,0.21,0.36,0.12,0.33,Xherdan Shaqiri
131,eng ENG,GK,24,35,35,"3,150",35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jack Butland
132,fr FRA,DF,22,34,32,"2,888",32.1,1,0,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,1.3,1.2,0.4,1.6,0.04,0.01,0.05,0.04,0.05,Kurt Zouma
133,nl NED,DF,28,31,30,"2,718",30.2,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,1.5,1.6,0.00,0.05,0.05,0.00,0.05,Erik Pieters
134,sn SEN,"FW,DF",29,35,30,"2,596",28.8,6,2,6,0,0,6,0,0.21,0.07,0.28,0.21,0.28,6.5,6.5,1.9,8.4,0.22,0.07,0.29,0.22,0.29,Mame Biram Diouf
135,eng ENG,DF,29,27,27,"2,371",26.3,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,2.5,2.5,0.3,2.8,0.09,0.01,0.11,0.09,0.11,Ryan Shawcross
136,cm CMR,"FW,MF",28,30,26,"2,314",25.7,5,5,5,0,0,3,0,0.19,0.19,0.39,0.19,0.39,5.9,5.9,3.1,9.1,0.24,0.13,0.36,0.24,0.36,Eric Maxim Choupo-Moting
137,sct SCO,MF,33,27,25,"2,219",24.7,1,1,1,0,0,0,0,0.04,0.04,0.08,0.04,0.08,0.4,0.4,1.6,1.9,0.01,0.06,0.08,0.01,0.08,Darren Fletcher
138,us USA,"DF,MF",32,20,17,"1,525",16.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.5,0.02,0.01,0.03,0.02,0.03,Geoff Cameron
139,at AUT,"DF,MF",25,15,15,"1,306",14.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.9,1.1,0.01,0.06,0.08,0.01,0.08,Moritz Bauer
140,eng ENG,FW,36,31,14,"1,567",17.4,5,2,5,0,0,4,0,0.29,0.11,0.40,0.29,0.40,4.2,4.2,2.8,7.0,0.24,0.16,0.40,0.24,0.40,Peter Crouch
141,at AUT,DF,24,17,14,"1,323",14.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.00,0.01,0.02,0.00,0.02,Kevin Wimmer
142,nl NED,DF,25,17,14,"1,243",13.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.07,0.01,0.08,0.07,0.08,Bruno Martins Indi
143,sn SEN,MF,26,13,13,"1,138",12.6,2,1,2,0,0,5,0,0.16,0.08,0.24,0.16,0.24,1.6,1.6,0.3,1.9,0.13,0.02,0.15,0.13,0.15,Badou Ndiaye
144,eg EGY,"MF,FW",20,24,12,"1,238",13.8,2,0,2,0,0,2,0,0.15,0.00,0.15,0.15,0.15,1.2,1.2,1.0,2.2,0.09,0.07,0.16,0.09,0.16,Ramadan Sobhi
145,es ESP,"FW,MF",24,13,8,614,6.8,1,1,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29,0.9,0.9,0.7,1.6,0.13,0.10,0.23,0.13,0.23,Jesé
