,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
297,ar ARG,DF,27,26,22,"1,979",22.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,1.7,1.7,0.4,2.1,0.08,0.02,0.10,0.08,0.10,José Luis Palomino
298,it ITA,FW,22,29,22,"1,618",18.0,4,5,4,0,0,6,0,0.22,0.28,0.50,0.22,0.50,4.7,4.7,4.1,8.9,0.26,0.23,0.49,0.26,0.49,Andrea Petagna
299,si SVN,"MF,FW",29,31,21,"2,002",22.2,11,6,9,2,2,3,0,0.49,0.27,0.76,0.40,0.67,9.0,7.5,7.2,14.7,0.41,0.33,0.73,0.34,0.66,Josip Iličić
300,it ITA,DF,24,18,17,"1,503",16.7,0,3,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,0.6,0.6,1.8,2.4,0.04,0.11,0.14,0.04,0.14,Leonardo Spinazzola
301,be BEL,DF,21,20,17,"1,500",16.7,0,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,1.1,1.1,2.2,3.3,0.07,0.13,0.20,0.07,0.20,Timothy Castagne
302,de GER,DF,23,21,17,"1,451",16.1,1,2,1,0,0,1,0,0.06,0.12,0.19,0.06,0.19,1.7,1.7,1.9,3.6,0.11,0.11,0.22,0.11,0.22,Robin Gosens
303,dk DEN,FW,24,23,8,934,10.4,3,1,3,0,0,0,0,0.29,0.10,0.39,0.29,0.39,3.8,3.8,2.1,5.9,0.36,0.20,0.56,0.36,0.56,Andreas Cornelius
304,it ITA,DF,21,11,8,684,7.6,1,0,1,0,0,5,2,0.13,0.00,0.13,0.13,0.13,0.9,0.9,0.0,0.9,0.12,0.00,0.12,0.12,0.12,Gianluca Mancini
305,si SVN,MF,28,14,7,662,7.4,2,0,2,0,0,2,0,0.27,0.00,0.27,0.27,0.27,1.5,1.5,0.3,1.8,0.20,0.04,0.24,0.20,0.24,Jasmin Kurtić
306,it ITA,GK,22,7,7,622,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Pierluigi Gollini
307,gm GAM,FW,18,12,5,443,4.9,3,1,3,0,0,0,0,0.61,0.20,0.81,0.61,0.81,2.1,2.1,1.2,3.2,0.42,0.24,0.66,0.42,0.66,Musa Barrow
308,ch SUI,MF,21,9,1,171,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Nicolas Haas
309,it ITA,"MF,FW",20,8,0,125,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.19,0.38,0.57,0.19,0.57,Riccardo Orsolini
310,it ITA,DF,18,4,0,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.10,0.14,0.03,0.14,Alessandro Bastoni
311,it ITA,"FW,MF",20,4,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.28,0.10,0.38,0.28,0.38,Luca Vido
312,it ITA,GK,26,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Francesco Rossi
313,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Thomas Bolis
314,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Andrea Colpani
315,it ITA,"DF,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Enrico Del Prato
316,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Salvatore Elia
317,se SWE,"FW,MF",17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Dejan Kulusevski
318,ci CIV,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Latte Lath
319,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Filippo Melegoni
320,it ITA,MF,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luca Rizzo
321,br BRA,MF,24,0,0,,,,,,,,,,,,,,,,,,,,,,,,João Schmidt
322,it ITA,GK,38,38,38,"3,420",38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Stefano Sorrentino
323,rs SRB,MF,28,35,35,"3,140",34.9,1,1,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05,Ivan Radovanović
324,it ITA,FW,25,34,33,"2,782",30.9,12,1,11,1,2,3,0,0.39,0.03,0.42,0.36,0.39,8.8,7.3,2.4,9.6,0.29,0.08,0.36,0.23,0.31,Roberto Inglese
325,it ITA,DF,30,33,32,"2,871",31.9,2,2,2,0,0,5,1,0.06,0.06,0.13,0.06,0.13,1.2,1.2,2.8,4.0,0.04,0.09,0.13,0.04,0.13,Fabrizio Cacciatore
326,si SVN,"MF,FW",30,35,29,"2,504",27.8,3,6,3,0,0,3,0,0.11,0.22,0.32,0.11,0.32,2.3,2.3,6.4,8.7,0.08,0.23,0.31,0.08,0.31,Valter Birsa
327,fi FIN,MF,30,32,27,"2,415",26.8,3,2,3,0,0,9,0,0.11,0.07,0.19,0.11,0.19,3.5,3.5,1.1,4.6,0.13,0.04,0.17,0.13,0.17,Përparim Hetemaj
328,rs SRB,DF,29,27,26,"2,301",25.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,2.1,2.1,0.2,2.3,0.08,0.01,0.09,0.08,0.09,Nenad Tomović
329,it ITA,DF,36,24,23,"2,048",22.8,0,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,3.0,3.2,0.01,0.13,0.14,0.01,0.14,Massimo Gobbi
330,ar ARG,MF,28,25,23,"1,985",22.1,3,4,3,0,0,3,0,0.14,0.18,0.32,0.14,0.32,3.4,3.4,2.6,6.0,0.15,0.12,0.27,0.15,0.27,Lucas Castro
331,it ITA,DF,35,23,20,"1,815",20.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.0,1.0,0.05,0.00,0.05,0.05,0.05,Alessandro Gamberini
332,it ITA,DF,38,21,17,"1,507",16.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.04,0.00,0.04,0.04,0.04,Dario Dainelli
333,it ITA,"FW,MF",26,22,17,"1,380",15.3,2,0,2,0,0,3,0,0.13,0.00,0.13,0.13,0.13,2.2,2.2,0.8,2.9,0.14,0.05,0.19,0.14,0.19,Manuel Pucciarelli
334,cd COD,MF,20,21,15,"1,355",15.1,1,0,1,0,0,3,2,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.3,1.2,0.06,0.02,0.08,0.06,0.08,Samuel Bastien
335,it ITA,DF,23,16,15,"1,317",14.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.02,0.00,0.02,0.02,0.02,Mattia Bani
336,it ITA,"DF,MF",20,19,13,"1,192",13.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.8,1.1,0.02,0.06,0.08,0.02,0.08,Fabio Depaoli
337,it ITA,MF,26,15,12,933,10.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.6,0.04,0.01,0.06,0.04,0.06,Nicola Rigoni
338,it ITA,"MF,FW",32,13,11,903,10.0,3,2,3,0,0,4,0,0.30,0.20,0.50,0.30,0.50,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,Emanuele Giaccherini
339,it ITA,FW,31,15,10,786,8.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,1.1,2.4,0.15,0.13,0.28,0.15,0.28,Riccardo Meggiorini
340,pl POL,DF,22,11,9,809,9.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Paweł Jaroszyński
341,pl POL,FW,22,22,6,713,7.9,5,0,5,0,0,1,0,0.63,0.00,0.63,0.63,0.63,2.2,2.2,0.7,3.0,0.28,0.09,0.37,0.28,0.37,Mariusz Stępiński
342,si SVN,DF,35,10,5,550,6.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Boštjan Cesar
343,it ITA,FW,38,19,2,560,6.2,1,0,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,2.1,2.1,0.6,2.7,0.34,0.10,0.44,0.34,0.44,Sergio Pellissier
344,it ITA,"MF,FW",23,11,0,189,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.08,0.08,0.15,0.08,0.15,Luca Garritano
345,dz ALG,"MF,FW",19,4,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mehdi Léris
346,de GER,MF,20,2,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.15,0.42,0.57,0.15,0.57,Gianluca Gaudino
347,it ITA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Confente
348,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Filippo Pavoni
349,it ITA,GK,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Andrea Seculin
350,rs SRB,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Strahinja Tanasijević
351,it ITA,MF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Emanuel Vignato
352,it ITA,GK,30,37,37,"3,330",37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Salvatore Sirigu
353,cm CMR,DF,27,37,37,"3,258",36.2,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,0.7,2.7,0.06,0.02,0.07,0.06,0.07,Nicolas Nkoulou
354,ve VEN,MF,29,36,35,"2,995",33.3,1,0,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,0.7,0.7,1.5,2.1,0.02,0.04,0.06,0.02,0.06,Tomás Rincón
355,it ITA,DF,29,35,35,"2,955",32.8,5,2,5,0,0,3,2,0.15,0.06,0.21,0.15,0.21,3.1,3.1,1.7,4.8,0.10,0.05,0.15,0.10,0.15,Lorenzo De Silvestri
356,es ESP,"FW,MF",27,37,34,"2,821",31.3,12,8,12,0,0,2,0,0.38,0.26,0.64,0.38,0.64,8.6,8.6,6.8,15.5,0.28,0.22,0.49,0.28,0.49,Iago Falque
357,it ITA,MF,25,32,30,"2,521",28.0,4,0,4,0,0,13,2,0.14,0.00,0.14,0.14,0.14,3.8,3.8,1.5,5.3,0.14,0.05,0.19,0.14,0.19,Daniele Baselli
358,it ITA,FW,23,32,29,"2,683",29.8,10,5,10,0,2,2,0,0.34,0.17,0.50,0.34,0.50,10.5,8.9,4.7,13.6,0.35,0.16,0.51,0.30,0.46,Andrea Belotti
359,rs SRB,"MF,FW",25,27,23,"2,166",24.1,6,10,6,0,0,2,0,0.25,0.42,0.66,0.25,0.66,4.3,4.2,8.4,12.6,0.18,0.35,0.53,0.18,0.53,Adem Ljajić
360,ar ARG,DF,36,24,23,"2,069",23.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.2,1.9,0.08,0.01,0.08,0.08,0.08,Nicolás Burdisso
361,ar ARG,DF,30,25,20,"1,872",20.8,1,3,1,0,0,6,2,0.05,0.14,0.19,0.05,0.19,0.7,0.7,3.6,4.4,0.04,0.18,0.21,0.04,0.21,Cristian Ansaldi
362,it ITA,DF,36,22,19,"1,782",19.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,1.0,0.02,0.03,0.05,0.02,0.05,Emiliano Moretti
363,sn SEN,FW,22,26,18,"1,532",17.0,4,2,4,0,0,5,0,0.23,0.12,0.35,0.23,0.35,4.7,4.7,1.1,5.8,0.27,0.07,0.34,0.27,0.34,M'Baye Niang
364,it ITA,DF,34,20,17,"1,564",17.4,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.5,0.6,0.01,0.03,0.04,0.01,0.04,Cristian Molinaro
365,ng NGA,MF,26,22,16,"1,247",13.9,5,1,5,0,0,3,0,0.36,0.07,0.43,0.36,0.43,3.5,3.5,0.2,3.7,0.26,0.02,0.28,0.26,0.28,Joel Obi
366,es ESP,FW,22,22,11,"1,043",11.6,1,3,1,0,0,1,0,0.09,0.26,0.35,0.09,0.35,1.0,1.0,2.2,3.2,0.08,0.19,0.27,0.08,0.27,Álex Berenguer
367,gh GHA,MF,25,22,9,951,10.6,1,0,1,0,0,4,2,0.09,0.00,0.09,0.09,0.09,0.4,0.4,0.6,1.0,0.04,0.06,0.10,0.04,0.10,Afriyie Acquah
368,it ITA,MF,31,13,7,618,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.01,0.04,0.04,0.01,0.04,Mirko Valdifiori
369,it ITA,"DF,MF",21,6,4,408,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Kevin Bonifazi
370,br BRA,DF,20,4,4,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Lyanco
371,it ITA,DF,22,9,3,468,5.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Antonio Barreca
372,ng NGA,FW,20,3,3,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.0,0.9,0.38,0.00,0.38,0.38,0.38,Umar Sadiq
373,it ITA,"FW,MF",20,14,2,327,3.6,1,1,1,0,0,0,0,0.28,0.28,0.55,0.28,0.55,0.3,0.3,0.2,0.5,0.08,0.04,0.13,0.08,0.13,Simone Edera
374,it ITA,"DF,FW",25,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Davide Zappacosta
375,rs SRB,GK,20,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Vanja Milinković-Savić
376,ar ARG,FW,21,11,0,155,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.34,0.34,0.00,0.34,Lucas Boyé
377,se SWE,"MF,FW",22,4,0,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Samuel Gustafson
378,it ITA,DF,18,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alessandro Buongiorno
379,it ITA,"FW,MF",22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Mattia Aramu
380,hr CRO,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Karlo Butić
381,it ITA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Domenico Coppola
382,it ITA,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Manuel De Luca
383,ec ECU,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Erick Ferigra
384,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alessandro Fiordaliso
385,uy URU,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Salvador Ichazo
386,ci CIV,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ben Lhassine Kone
387,it ITA,FW,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Vincenzo Millico
388,fr FRA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Michel Ndary Adopo
389,it ITA,"FW,MF",21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Vittorio Parigini
390,it ITA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Leonardo Rivoira
391,it ITA,GK,34,38,38,"3,420",38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Alex Cordaz
392,it ITA,DF,25,37,37,"3,229",35.9,1,0,1,0,0,4,1,0.03,0.00,0.03,0.03,0.03,1.6,1.6,0.6,2.2,0.05,0.02,0.06,0.05,0.06,Federico Ceccherini
393,it ITA,MF,20,36,36,"3,240",36.0,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,1.9,1.9,1.6,3.5,0.05,0.04,0.10,0.05,0.10,Rolando Mandragora
394,it ITA,MF,23,38,34,"3,029",33.7,2,1,2,0,0,1,0,0.06,0.03,0.09,0.06,0.09,1.5,1.5,3.1,4.6,0.05,0.09,0.14,0.05,0.14,Andrea Barberis
395,it ITA,DF,24,30,30,"2,616",29.1,1,3,1,0,0,3,0,0.03,0.10,0.14,0.03,0.14,1.1,1.1,2.1,3.3,0.04,0.07,0.11,0.04,0.11,Bruno Martella
396,it ITA,FW,24,34,27,"2,258",25.1,7,2,5,2,3,2,0,0.28,0.08,0.36,0.20,0.28,6.9,4.6,1.6,6.1,0.28,0.06,0.34,0.18,0.24,Marcello Trotta
397,ro ROU,"MF,FW",26,32,26,"2,133",23.7,2,4,2,0,0,5,0,0.08,0.17,0.25,0.08,0.25,1.6,1.0,2.4,3.4,0.07,0.10,0.17,0.04,0.14,Adrian Stoian
398,it ITA,DF,24,31,24,"2,194",24.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.01,0.03,0.04,0.01,0.04,Mario Sampirisi
399,se SWE,MF,26,26,20,"1,632",18.1,2,0,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.6,1.6,0.7,2.3,0.09,0.04,0.12,0.09,0.12,Marcus Rohdén
400,it ITA,"FW,MF",27,23,19,"1,638",18.2,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,1.1,1.1,2.6,3.7,0.06,0.14,0.20,0.06,0.20,Andrea Nalini
401,it ITA,"DF,MF",25,28,18,"1,754",19.5,2,4,2,0,0,3,0,0.10,0.21,0.31,0.10,0.31,1.2,1.2,0.8,2.0,0.06,0.04,0.10,0.06,0.10,Davide Faraoni
402,hr CRO,FW,26,22,17,"1,588",17.6,6,0,6,0,0,8,0,0.34,0.00,0.34,0.34,0.34,5.3,5.3,1.4,6.7,0.30,0.08,0.38,0.30,0.38,Ante Budimir
403,it ITA,DF,25,16,16,"1,407",15.6,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Marco Capuano
404,al ALB,DF,23,21,15,"1,271",14.1,0,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,0.9,0.9,1.0,1.9,0.07,0.07,0.14,0.07,0.14,Arlind Ajeti
405,ng NGA,FW,25,23,11,"1,219",13.5,7,1,7,0,0,1,0,0.52,0.07,0.59,0.52,0.59,4.2,4.2,0.6,4.7,0.31,0.04,0.35,0.31,0.35,Simeon Nwankwo
406,it ITA,FW,23,15,10,921,10.2,1,1,1,0,0,4,0,0.10,0.10,0.20,0.10,0.20,1.8,1.8,1.1,2.9,0.17,0.11,0.28,0.17,0.28,Federico Ricci
407,ly LBY,MF,25,10,10,811,9.0,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,0.9,0.9,0.3,1.2,0.10,0.03,0.13,0.10,0.13,Ahmad Benali
408,ba BIH,DF,29,10,8,758,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.0,1.1,0.02,0.12,0.13,0.02,0.13,Daniel Pavlović
409,cz CZE,DF,22,9,6,555,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Stefan Simić
410,bg BUL,"FW,MF",27,8,5,401,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.14,0.04,0.18,0.14,0.18,Aleksandar Tonev
411,uy URU,DF,26,5,4,365,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.02,0.06,0.05,0.06,Leandro Cabrera
412,it ITA,"MF,FW",19,11,2,290,3.2,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.2,1.2,0.2,1.3,0.36,0.05,0.41,0.36,0.41,Giovanni Crociata
413,it ITA,FW,18,9,2,203,2.3,3,1,3,0,0,1,0,1.33,0.44,1.77,1.33,1.77,1.0,1.0,0.4,1.4,0.45,0.17,0.62,0.45,0.62,Marco Tumminello
414,ar ARG,MF,34,5,2,178,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mariano Julio Izco
415,fr FRA,MF,18,2,1,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Moussa Diaby
416,de GER,MF,27,5,0,99,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.29,0.29,0.00,0.29,Oliver Kragl
417,ve VEN,"MF,FW",21,6,0,86,1.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.02,0.09,0.07,0.09,Aristóteles Romero
418,be BEL,FW,25,1,0,84,0.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.11,0.00,0.11,0.11,0.11,Noë Dussenne
419,it ITA,MF,19,1,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.7,0.10,0.76,0.85,0.10,0.85,Niccolò Zanellato
420,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Borello
421,it ITA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Giuseppe Cuomo
422,it ITA,GK,25,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marco Festa
423,it ITA,GK,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Giacomo Figliuzzi
424,it ITA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Pasquale Giannotti
425,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Francesco Latella
426,rs SRB,FW,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luka Marković
427,ba BIH,FW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ćazim Suljić
428,it ITA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Aniello Viscovo
429,ar ARG,GK,39,32,32,"2,880",32.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Albano Bizzarri
