,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
0,it ITA,GK,25,37,37,"3,202",35.6,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Marco Sportiello
1,fr FRA,MF,24,36,36,"3,209",35.7,8,1,6,2,3,10,1,0.22,0.03,0.25,0.17,0.20,5.4,3.0,4.1,7.1,0.15,0.11,0.27,0.09,0.20,Jordan Veretout
2,ar ARG,FW,22,38,36,"2,998",33.3,14,4,14,0,0,3,0,0.42,0.12,0.54,0.42,0.54,14.3,14.3,2.9,17.2,0.43,0.09,0.52,0.43,0.52,Giovanni Simeone
3,it ITA,"FW,MF",19,36,35,"3,012",33.5,6,4,6,0,0,7,0,0.18,0.12,0.30,0.18,0.30,7.0,7.0,6.3,13.3,0.21,0.19,0.40,0.21,0.40,Federico Chiesa
4,it ITA,"MF,FW",22,35,35,"2,782",30.9,5,3,5,0,0,6,0,0.16,0.10,0.26,0.16,0.26,4.0,4.0,3.1,7.2,0.13,0.10,0.23,0.13,0.23,Marco Benassi
5,it ITA,DF,24,34,34,"2,980",33.1,1,4,1,0,0,7,0,0.03,0.12,0.15,0.03,0.15,1.6,1.6,4.5,6.1,0.05,0.14,0.18,0.05,0.18,Cristiano Biraghi
6,ar ARG,DF,26,34,34,"2,979",33.1,1,0,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,2.4,2.4,0.8,3.2,0.07,0.02,0.10,0.07,0.10,Germán Pezzella
7,hr CRO,MF,28,27,27,"2,351",26.1,2,1,2,0,0,9,2,0.08,0.04,0.11,0.08,0.11,2.0,2.0,2.8,4.9,0.08,0.11,0.19,0.08,0.19,Milan Badelj
8,it ITA,DF,30,25,25,"2,250",25.0,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,1.0,1.0,0.3,1.4,0.04,0.01,0.05,0.04,0.05,Davide Astori
9,fr FRA,DF,28,22,20,"1,608",17.9,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.1,1.1,0.00,0.06,0.06,0.00,0.06,Vincent Laurini
10,fr FRA,"FW,MF",34,20,16,"1,112",12.4,5,2,2,3,3,2,0,0.40,0.16,0.57,0.16,0.32,5.6,3.3,2.3,5.5,0.45,0.18,0.64,0.26,0.45,Cyril Théréau
11,rs SRB,DF,19,16,14,"1,254",13.9,0,0,0,0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.05,0.01,0.06,0.05,0.06,Nikola Milenković
12,br BRA,DF,26,19,13,"1,208",13.4,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Vitor Hugo
13,it ITA,"MF,FW",25,18,10,900,10.0,0,4,0,0,0,3,0,0.00,0.40,0.40,0.00,0.40,1.0,1.0,4.1,5.2,0.10,0.41,0.52,0.10,0.52,Riccardo Saponara
14,pt POR,"FW,MF",20,27,9,"1,190",13.2,2,3,2,0,0,1,0,0.15,0.23,0.38,0.15,0.38,1.8,1.8,1.1,2.9,0.14,0.08,0.22,0.14,0.22,Gil Bastião Dias
15,fr FRA,"FW,MF",25,21,8,706,7.8,1,1,1,0,0,2,0,0.13,0.13,0.25,0.13,0.25,0.8,0.8,1.2,2.0,0.10,0.15,0.26,0.10,0.26,Valentin Eysseric
16,ao ANG,DF,24,15,6,781,8.7,0,2,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.0,0.0,0.8,0.8,0.00,0.09,0.09,0.00,0.09,Bruno Gaspar
17,bf BFA,MF,25,10,6,591,6.6,1,0,1,0,0,2,2,0.15,0.00,0.15,0.15,0.15,0.3,0.3,0.1,0.5,0.05,0.02,0.07,0.05,0.07,Bryan Dabo
18,uy URU,DF,25,7,4,412,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.05,0.06,0.02,0.06,Maximiliano Olivera
19,it ITA,FW,26,12,3,440,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.5,1.8,0.27,0.11,0.38,0.27,0.38,Diego Falcinelli
20,co COL,"MF,DF",31,9,3,368,4.1,1,0,1,0,0,2,0,0.24,0.00,0.24,0.24,0.24,0.8,0.8,0.0,0.8,0.21,0.00,0.21,0.21,0.21,Carlos Sánchez
21,uy URU,MF,23,7,3,268,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.04,0.13,0.17,0.04,0.17,Sebastián Cristóforo
22,rs SRB,DF,29,2,2,135,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Nenad Tomović
23,sn SEN,FW,24,16,1,448,5.0,4,1,2,2,2,1,0,0.80,0.20,1.00,0.40,0.60,3.9,2.4,1.1,3.5,0.79,0.22,1.02,0.48,0.70,Khouma Babacar
24,pl POL,GK,19,3,1,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Bartłomiej Drągowski
25,it ITA,FW,19,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.10,0.26,0.16,0.26,Simone Lo Faso
26,no NOR,FW,19,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.21,0.21,0.00,0.21,Rafik Zekhnini
27,it ITA,GK,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,Federico Brancolini
28,it ITA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Michele Cerofolini
29,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gabriele Gori
30,ro ROU,"FW,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ianis Hagi
31,bg BUL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Petko Hristov
32,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Luca Ranieri
33,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Riccardo Sottil
34,si SVN,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Vitja Valenčič
35,si SVN,GK,33,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Samir Handanović
36,sk SVK,DF,22,38,38,"3,420",38.0,4,0,4,0,0,2,0,0.11,0.00,0.11,0.11,0.11,3.2,3.2,0.3,3.5,0.08,0.01,0.09,0.08,0.09,Milan Škriniar
37,hr CRO,FW,28,37,37,"3,313",36.8,11,7,11,0,0,4,0,0.30,0.19,0.49,0.30,0.49,8.6,8.6,8.8,17.4,0.23,0.24,0.47,0.23,0.47,Ivan Perišić
38,it ITA,DF,28,34,34,"2,979",33.1,2,3,2,0,0,6,0,0.06,0.09,0.15,0.06,0.15,2.7,2.7,1.4,4.1,0.08,0.04,0.12,0.08,0.12,Danilo D'Ambrosio
39,ar ARG,FW,24,34,34,"2,958",32.9,29,1,23,6,7,2,0,0.88,0.03,0.91,0.70,0.73,21.2,15.7,4.0,19.7,0.65,0.12,0.77,0.48,0.60,Mauro Icardi
40,it ITA,FW,30,36,33,"2,537",28.2,0,7,0,0,0,4,0,0.00,0.25,0.25,0.00,0.25,4.0,4.0,7.9,12.0,0.14,0.28,0.42,0.14,0.42,Antonio Candreva
41,br BRA,DF,32,31,31,"2,726",30.3,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Miranda
42,es ESP,MF,32,36,29,"2,564",28.5,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.5,1.5,1.8,3.3,0.05,0.06,0.12,0.05,0.12,Borja Valero
43,uy URU,MF,25,29,25,"2,137",23.7,3,2,3,0,0,7,1,0.13,0.08,0.21,0.13,0.21,3.2,3.2,2.8,6.0,0.14,0.12,0.25,0.14,0.25,Matías Vecino
44,it ITA,MF,23,30,23,"1,988",22.1,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,1.4,2.9,0.07,0.06,0.13,0.07,0.13,Roberto Gagliardini
45,hr CRO,MF,24,31,21,"1,926",21.4,4,8,4,0,0,9,0,0.19,0.37,0.56,0.19,0.56,2.2,2.2,4.9,7.1,0.10,0.23,0.33,0.10,0.33,Marcelo Brozović
46,pt POR,DF,23,26,20,"1,851",20.6,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.4,0.4,4.1,4.5,0.02,0.20,0.22,0.02,0.22,João Cancelo
47,br BRA,MF,24,17,12,"1,043",11.6,2,2,2,0,0,1,0,0.17,0.17,0.35,0.17,0.35,1.4,1.4,2.5,3.9,0.12,0.22,0.34,0.12,0.34,Rafinha
48,it ITA,DF,26,15,9,836,9.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.02,0.01,0.03,0.02,0.03,Davide Santon
49,jp JPN,DF,30,11,9,790,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08,Yuto Nagatomo
50,it ITA,DF,29,11,7,627,7.0,2,0,2,0,0,4,0,0.29,0.00,0.29,0.29,0.29,0.8,0.8,0.0,0.8,0.11,0.00,0.11,0.11,0.11,Andrea Ranocchia
51,pt POR,"MF,FW",24,14,5,554,6.2,0,1,0,0,0,0,0,0.00,0.16,0.16,0.00,0.16,1.3,1.3,1.5,2.8,0.21,0.24,0.45,0.21,0.45,João Mário
52,br BRA,DF,23,13,5,531,5.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.03,0.06,0.02,0.06,Dalbert Henrique
53,it ITA,"FW,MF",30,29,4,800,8.9,3,0,3,0,0,4,0,0.34,0.00,0.34,0.34,0.34,2.7,2.7,1.3,4.0,0.30,0.14,0.45,0.30,0.45,Éder
54,fr FRA,"FW,MF",19,16,4,489,5.4,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,2.2,2.2,0.1,2.3,0.40,0.02,0.42,0.40,0.42,Yann Karamoh
55,ar ARG,DF,27,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Lisandro López
56,it ITA,FW,18,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.54,0.00,0.54,0.54,0.54,Andrea Pinamonti
57,ar ARG,"DF,MF",30,0,0,,,,,,,,,,,,,,,,,,,,,,,,Cristian Ansaldi
58,br BRA,"FW,MF",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gabriel Barbosa
59,it ITA,GK,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Tommaso Berni
60,be BEL,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Xian Emmers
61,me MNE,"FW,MF",27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Stevan Jovetić
62,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Manuel Lombardoni
63,it ITA,GK,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,Daniele Padelli
64,it ITA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marco Pissardo
65,be BEL,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Zinho Vanheusden
66,it ITA,"FW,MF",18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Nicolò Zaniolo
67,it ITA,"FW,MF",25,34,34,"2,827",31.4,10,8,8,2,2,2,0,0.32,0.25,0.57,0.25,0.51,7.8,6.3,6.5,12.7,0.25,0.21,0.46,0.20,0.41,Simone Verdi
68,it ITA,GK,34,33,33,"2,970",33.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Antonio Mirante
69,ma MAR,DF,23,34,33,"2,830",31.4,0,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,1.9,1.9,1.8,3.7,0.06,0.06,0.12,0.06,0.12,Adam Masina
70,it ITA,MF,27,32,32,"2,543",28.3,2,0,2,0,0,9,2,0.07,0.00,0.07,0.07,0.07,2.5,2.5,0.6,3.1,0.09,0.02,0.11,0.09,0.11,Andrea Poli
71,cl CHI,MF,23,32,31,"2,770",30.8,3,0,3,0,1,9,0,0.10,0.00,0.10,0.10,0.10,2.2,1.4,3.1,4.5,0.07,0.10,0.17,0.05,0.15,Erick Pulgar
72,se SWE,DF,24,29,27,"2,499",27.8,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.01,0.00,0.01,0.01,0.01,Filip Helander
73,ar ARG,"FW,MF",35,28,23,"2,065",22.9,4,2,4,0,0,9,0,0.17,0.09,0.26,0.17,0.26,5.1,5.1,3.2,8.3,0.22,0.14,0.36,0.22,0.36,Rodrigo Palacio
74,fr FRA,DF,30,26,22,"2,053",22.8,2,0,2,0,0,7,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.4,1.7,0.05,0.02,0.07,0.05,0.07,Sebastien De Maio
75,cr CRC,DF,29,22,22,"1,857",20.6,0,0,0,0,0,5,3,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,Giancarlo González
76,gh GHA,MF,21,28,20,"1,794",19.9,2,1,2,0,0,3,0,0.10,0.05,0.15,0.10,0.15,1.3,1.3,1.5,2.8,0.06,0.07,0.14,0.06,0.14,Godfred Donsah
77,it ITA,"FW,DF",23,24,20,"1,591",17.7,1,1,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,1.7,1.7,1.4,3.2,0.10,0.08,0.18,0.10,0.18,Federico Di Francesco
78,it ITA,FW,26,26,19,"1,617",18.0,6,2,6,0,0,3,0,0.33,0.11,0.45,0.33,0.45,7.6,7.6,1.4,8.9,0.42,0.08,0.50,0.42,0.50,Mattia Destro
79,sn SEN,DF,22,25,18,"1,760",19.6,1,0,1,0,0,4,2,0.05,0.00,0.05,0.05,0.05,1.0,1.0,0.6,1.7,0.05,0.03,0.09,0.05,0.09,Ibrahima Mbaye
80,ch SUI,"MF,FW",31,15,14,"1,193",13.3,1,0,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,0.7,0.7,0.6,1.3,0.05,0.04,0.10,0.05,0.10,Blerim Džemaili
81,se SWE,DF,22,12,10,946,10.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.03,0.01,0.04,0.03,0.04,Emil Krafth
82,gr GRE,DF,32,16,10,819,9.1,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.02,0.03,0.00,0.03,Vasilis Torosidis
83,hu HUN,MF,22,12,8,711,7.9,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.1,0.1,0.5,0.6,0.01,0.07,0.08,0.01,0.08,Ádám Nagy
84,it ITA,MF,24,8,6,558,6.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Lorenzo Crisetig
85,it ITA,DF,27,8,6,557,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Simone Romagnoli
86,it ITA,DF,34,7,6,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Domenico Maietta
87,uy URU,FW,24,11,4,468,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.05,0.02,0.07,0.05,0.07,Felipe Avenatti
88,br BRA,GK,33,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Angelo da Costa Júnior
89,it ITA,"FW,DF",20,8,4,341,3.8,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,0.3,0.3,1.0,1.3,0.08,0.25,0.33,0.08,0.33,Riccardo Orsolini
90,dz ALG,MF,25,9,3,384,4.3,0,1,0,0,0,0,0,0.00,0.23,0.23,0.00,0.23,0.1,0.1,0.2,0.3,0.02,0.06,0.08,0.02,0.08,Saphir Taïder
91,hr CRO,"FW,MF",22,9,3,329,3.7,0,1,0,0,0,3,0,0.00,0.27,0.27,0.00,0.27,0.1,0.1,0.9,0.9,0.02,0.23,0.25,0.02,0.25,Bruno Petković
92,cz CZE,"MF,FW",25,12,2,397,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.08,0.03,0.11,0.08,0.11,Ladislav Krejčí
93,uy URU,"MF,FW",24,13,1,321,3.6,1,0,1,0,0,1,0,0.28,0.00,0.28,0.28,0.28,1.2,1.2,0.1,1.3,0.33,0.03,0.36,0.33,0.36,Cesar Falletti
94,ng NGA,"FW,MF",19,10,1,265,2.9,3,0,3,0,0,2,0,1.02,0.00,1.02,1.02,1.02,1.1,1.1,0.0,1.1,0.48,0.00,0.48,0.48,0.48,Orji Okwonkwo
95,ml MLI,DF,21,3,1,127,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Cheick Keita
96,do DOM,GK,25,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Antonio Santurro
97,it ITA,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Fabrizio Brignani
98,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Bruzzi
99,it ITA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gianluca Frabotta
100,it ITA,DF,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,Daniele Gastaldello
101,co COL,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Juan Manuel Valencia
102,ng NGA,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Kingsley Michael
103,it ITA,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Cristian Mutton
104,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Federico Ravaglia
105,br BRA,GK,29,36,36,"3,240",36.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Nícolas Andrade
106,it ITA,"MF,DF",30,37,36,"3,168",35.2,3,5,1,2,2,7,0,0.09,0.14,0.23,0.03,0.17,3.9,2.3,3.6,5.9,0.11,0.10,0.21,0.07,0.17,Rômulo
107,it ITA,DF,27,33,32,"2,857",31.7,2,4,2,0,0,6,0,0.06,0.13,0.19,0.06,0.19,1.6,1.6,1.0,2.6,0.05,0.03,0.08,0.05,0.08,Antonio Caracciolo
108,dz ALG,"DF,MF",21,30,29,"2,604",28.9,0,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,1.8,1.8,1.7,3.5,0.06,0.06,0.12,0.06,0.12,Mohamed Fares
109,it ITA,DF,23,25,25,"2,136",23.7,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.8,0.8,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Alex Ferrari
110,it ITA,"FW,MF",21,30,22,"1,954",21.7,2,2,2,0,0,0,0,0.09,0.09,0.18,0.09,0.18,2.3,2.3,2.0,4.2,0.10,0.09,0.19,0.10,0.19,Daniele Verde
111,it ITA,FW,30,24,22,"1,635",18.2,3,1,2,1,1,1,0,0.17,0.06,0.22,0.11,0.17,3.3,2.5,4.1,6.6,0.18,0.23,0.41,0.14,0.36,Alessio Cerci
112,li LIE,MF,26,23,20,"1,696",18.8,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03,Marcel Büchel
113,fr FRA,DF,28,22,19,"1,582",17.6,0,0,0,0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.5,0.01,0.02,0.03,0.01,0.03,Samuel Souprayen
114,it ITA,"MF,FW",23,26,18,"1,577",17.5,3,0,3,0,0,9,0,0.17,0.00,0.17,0.17,0.17,3.6,3.6,0.8,4.4,0.21,0.04,0.25,0.21,0.25,Mattia Valoti
115,fr FRA,DF,29,17,16,"1,392",15.5,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Thomas Heurtaux
116,it ITA,"MF,FW",24,17,15,"1,389",15.4,1,1,1,0,0,5,0,0.06,0.06,0.13,0.06,0.13,1.0,1.0,1.8,2.8,0.06,0.12,0.19,0.06,0.19,Daniel Bessa
117,rs SRB,DF,29,15,15,"1,333",14.8,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,0.2,0.2,0.5,0.7,0.02,0.03,0.05,0.02,0.05,Jagoš Vuković
118,ar ARG,MF,24,16,15,"1,216",13.5,2,0,2,0,0,6,5,0.15,0.00,0.15,0.15,0.15,1.1,1.1,0.0,1.2,0.08,0.00,0.09,0.08,0.09,Bruno Zuculini
119,uy URU,DF,30,14,14,"1,165",12.9,3,1,3,0,0,3,0,0.23,0.08,0.31,0.23,0.31,2.0,2.0,0.3,2.2,0.15,0.02,0.17,0.15,0.17,Martín Cáceres
120,it ITA,FW,17,19,12,"1,131",12.6,4,0,4,0,0,5,0,0.32,0.00,0.32,0.32,0.32,4.9,4.9,0.5,5.4,0.39,0.04,0.43,0.39,0.43,Moise Kean
121,it ITA,MF,24,17,11,"1,101",12.2,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.02,0.05,0.07,0.02,0.07,Marco Fossati
122,br BRA,"FW,MF",24,14,11,978,10.9,0,1,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,0.9,1.6,0.07,0.08,0.15,0.07,0.15,Ryder Matos
123,hr CRO,FW,22,16,10,922,10.2,0,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,0.8,0.8,1.5,2.3,0.08,0.15,0.23,0.08,0.23,Bruno Petković
124,it ITA,FW,32,19,7,992,11.0,4,0,0,4,4,1,0,0.36,0.00,0.36,0.00,0.00,3.9,0.7,0.9,1.6,0.37,0.09,0.46,0.07,0.15,Giampaolo Pazzini
125,it ITA,MF,24,15,7,644,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.8,0.04,0.07,0.11,0.04,0.11,Simone Calvano
126,eng ENG,"MF,FW",21,11,6,517,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.03,0.03,0.06,0.03,0.06,Rolando Aarons
127,it ITA,"DF,FW",20,6,4,410,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,Enrico Bearzotti
128,it ITA,MF,18,5,4,393,4.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Andrea Danzi
129,ar ARG,"MF,FW",26,11,3,329,3.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.05,0.05,0.10,0.05,0.10,Franco Zuculini
130,it ITA,"MF,DF",19,6,2,277,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Gian Filippo Felicioli
131,it ITA,GK,26,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Marco Silvestri
132,it ITA,"MF,FW",22,6,2,152,1.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.32,0.00,0.32,0.32,0.32,Mattia Zaccagni
133,kr KOR,"MF,FW",19,14,1,358,4.0,1,0,1,0,0,4,0,0.25,0.00,0.25,0.25,0.25,0.4,0.4,0.1,0.5,0.11,0.02,0.13,0.11,0.13,Lee Seung-woo
134,it ITA,DF,24,2,1,124,1.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matteo Bianchetti
135,ro ROU,DF,22,1,1,90,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.05,0.05,0.00,0.05,Deian Boldor
136,sk SVK,"MF,FW",19,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Ľubomír Tupta
137,it ITA,GK,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Nicola Borghetto
138,it ITA,GK,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ferdinando Coppola
139,uy URU,DF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Alejandro González
140,al ALB,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Marash Kumbulla
141,it ITA,MF,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,Simon Laner
142,sk SVK,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Šimon Štefanec
143,it ITA,GK,24,37,37,"3,330",37.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Mattia Perin
144,it ITA,MF,26,33,33,"2,895",32.2,1,0,1,0,0,7,1,0.03,0.00,0.03,0.03,0.03,0.9,0.9,1.6,2.5,0.03,0.05,0.08,0.03,0.08,Andrea Bertolacci
145,uy URU,DF,24,32,32,"2,806",31.2,3,3,3,0,0,2,0,0.10,0.10,0.19,0.10,0.19,1.5,1.5,2.2,3.7,0.05,0.07,0.12,0.05,0.12,Diego Laxalt
146,ba BIH,DF,30,31,31,"2,873",31.9,0,1,0,0,0,5,1,0.00,0.03,0.03,0.00,0.03,1.7,1.7,1.6,3.2,0.05,0.05,0.10,0.05,0.10,Ervin Zukanović
147,it ITA,DF,32,23,22,"2,027",22.5,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.2,0.05,0.01,0.05,0.05,0.05,Luca Rossettini
148,mk MKD,"FW,MF",34,32,22,"1,803",20.0,5,1,5,0,0,4,1,0.25,0.05,0.30,0.25,0.30,4.4,4.4,3.2,7.7,0.22,0.16,0.38,0.22,0.38,Goran Pandev
