,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xg_assist,npxg_xg_assist,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,player
0,fr FRA,GK,30,37,37,"3,330",37.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Régis Gurtner
1,cd COD,"MF,FW",26,36,36,"3,083",34.3,6,6,6,0,1,3,0,0.18,0.18,0.35,0.18,0.35,4.2,3.4,6.1,9.5,0.12,0.18,0.30,0.10,0.28,Gaël Kakuta
2,fr FRA,MF,26,34,34,"2,948",32.8,1,3,1,0,0,7,1,0.03,0.09,0.12,0.03,0.12,0.9,0.9,2.3,3.1,0.03,0.07,0.10,0.03,0.10,Thomas Monconduit
3,bj BEN,DF,32,34,32,"2,921",32.5,0,1,0,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,0.2,0.9,0.02,0.01,0.03,0.02,0.03,Khaled Adénon
4,fr FRA,DF,23,32,32,"2,746",30.5,0,0,0,0,0,4,3,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,1.0,0.03,0.00,0.03,0.03,0.03,Prince-Désir Gouano
5,ml MLI,DF,27,32,31,"2,778",30.9,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.2,1.2,0.7,1.9,0.04,0.02,0.06,0.04,0.06,Bakaye Dibassy
6,sn SEN,FW,24,33,28,"2,472",27.5,13,1,11,2,2,8,0,0.47,0.04,0.51,0.40,0.44,10.2,8.6,1.5,10.0,0.37,0.05,0.42,0.31,0.37,Moussa Konaté
7,ma MAR,DF,26,26,24,"2,198",24.4,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.6,1.2,0.02,0.03,0.05,0.02,0.05,Oualid El Hajjam
8,za RSA,MF,24,26,24,"2,084",23.2,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.2,0.2,0.4,0.6,0.01,0.02,0.02,0.01,0.02,Bongani Zungu
9,tg TOG,"FW,MF",30,29,23,"1,825",20.3,3,3,3,0,0,1,0,0.15,0.15,0.30,0.15,0.30,3.7,3.7,1.1,4.9,0.18,0.06,0.24,0.18,0.24,Serge Gakpé
10,br BRA,DF,28,21,20,"1,727",19.2,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,0.5,0.5,0.9,1.4,0.03,0.05,0.07,0.03,0.07,Danilo Avelar
11,cd COD,"FW,MF",23,37,18,"1,867",20.7,4,3,3,1,1,3,0,0.19,0.14,0.34,0.14,0.29,2.7,1.9,1.6,3.5,0.13,0.08,0.21,0.09,0.17,Harrison Manzala
12,sn SEN,DF,32,19,18,"1,630",18.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.6,0.01,0.02,0.03,0.01,0.03,Issa Cissokho
13,co COL,"FW,MF",25,13,12,"1,032",11.5,2,0,2,0,0,0,0,0.17,0.00,0.17,0.17,0.17,2.3,2.3,0.7,3.0,0.20,0.06,0.26,0.20,0.26,Stiven Mendoza
14,ci CIV,FW,27,18,8,779,8.7,0,2,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.4,1.4,0.7,2.1,0.16,0.08,0.24,0.16,0.24,Lacina Traoré
15,mr MTN,MF,24,16,7,743,8.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Guessouma Fofana
16,fr FRA,"MF,DF",34,11,7,616,6.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.03,0.07,0.10,0.03,0.10,Julien Ielsch
17,cm CMR,MF,32,12,7,610,6.8,1,0,1,0,0,3,0,0.15,0.00,0.15,0.15,0.15,0.5,0.5,0.2,0.6,0.07,0.02,0.09,0.07,0.09,Guy Ngosso
18,fr FRA,"FW,MF",23,12,6,448,5.0,1,2,1,0,0,1,0,0.20,0.40,0.60,0.20,0.60,0.6,0.6,0.9,1.6,0.13,0.18,0.31,0.13,0.31,Quentin Cornette
19,fr FRA,"FW,MF",29,17,4,542,6.0,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,0.6,0.6,1.8,2.4,0.11,0.30,0.41,0.11,0.41,Emmanuel Bourgaud
20,fr FRA,"DF,MF",34,13,3,396,4.4,1,0,1,0,0,2,0,0.23,0.00,0.23,0.23,0.23,0.7,0.7,0.3,1.0,0.16,0.07,0.23,0.16,0.23,Mathieu Bodmer
21,fr FRA,MF,20,3,3,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.10,0.06,0.16,0.10,0.16,Tanguy Ndombele
22,ne NIG,FW,23,6,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.3,0.11,0.02,0.13,0.11,0.13,Seybou Koita
23,fr FRA,"MF,FW",31,3,1,105,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.5,0.37,0.03,0.40,0.37,0.40,Charly Charrier
24,fr FRA,GK,34,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Jean-Christophe Bouet
25,nc NCL,FW,28,3,0,47,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Georges Gope-Fenepej
26,fr FRA,FW,21,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.16,0.27,0.43,0.16,0.43,Jean-Luc Dompé
27,mq MTQ,FW,21,2,0,23,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Brighton Labeau
28,br BRA,MF,21,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Nathan
29,fr FRA,MF,33,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Sekou Baradji
30,fr FRA,GK,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,Raphaël Adiceam
31,fr FRA,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Gauthier Banaziak
32,fr FRA,DF,22,36,36,"3,240",36.0,1,2,1,0,0,12,0,0.03,0.06,0.08,0.03,0.08,1.4,1.4,1.7,3.1,0.04,0.05,0.09,0.04,0.09,Frederic Guilbert
33,fr FRA,"FW,MF",27,37,36,"3,161",35.1,5,6,5,0,1,1,0,0.14,0.17,0.31,0.14,0.31,8.0,7.3,7.4,14.6,0.23,0.21,0.44,0.21,0.42,Ronny Rodelin
34,fr FRA,MF,35,37,36,"3,060",34.0,0,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,0.9,0.9,4.9,5.7,0.03,0.14,0.17,0.03,0.17,Julien Féret
35,fr FRA,GK,37,35,35,"3,103",34.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Rémy Vercoutre
36,fr FRA,DF,29,32,32,"2,836",31.5,4,0,4,0,0,7,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.0,1.7,0.05,0.00,0.05,0.05,0.05,Damien Da Silva
37,hr CRO,FW,28,32,31,"2,777",30.9,11,1,6,5,6,3,0,0.36,0.03,0.39,0.19,0.23,15.0,10.3,1.4,11.7,0.49,0.04,0.53,0.33,0.38,Ivan Santini
38,gh GHA,DF,22,28,28,"2,520",28.0,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,1.6,1.6,0.1,1.7,0.06,0.00,0.06,0.06,0.06,Alexander Djiku
39,ma MAR,MF,21,27,25,"2,047",22.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,1.5,0.03,0.03,0.06,0.03,0.06,Youssef Aït Bennasser
40,ht HAI,DF,29,24,22,"1,808",20.1,0,1,0,0,0,4,1,0.00,0.05,0.05,0.00,0.05,0.5,0.5,0.3,0.8,0.02,0.02,0.04,0.02,0.04,Romain Genevois
41,sn SEN,DF,23,19,18,"1,595",17.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,2.1,2.6,0.02,0.12,0.14,0.02,0.14,Adama Mbengue
42,fr FRA,"DF,MF",31,24,18,"1,570",17.4,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.6,0.6,1.4,2.0,0.03,0.08,0.11,0.03,0.11,Vincent Bessat
43,gn GUI,"MF,DF",25,26,15,"1,540",17.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,1.3,0.01,0.07,0.08,0.01,0.08,Baissama Sankoh
44,si SVN,"MF,FW",20,15,12,902,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.6,1.2,0.06,0.06,0.12,0.06,0.12,Jan Repas
45,be BEL,MF,25,20,11,"1,109",12.3,0,2,0,0,1,4,0,0.00,0.16,0.16,0.00,0.16,2.5,1.7,2.9,4.7,0.21,0.24,0.44,0.14,0.38,Stef Peeters
46,ht HAI,"MF,FW",27,19,10,876,9.7,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,1.3,1.3,1.1,2.4,0.14,0.11,0.25,0.14,0.25,Hervé Bazile
47,fr FRA,FW,22,11,9,725,8.1,2,0,2,0,0,2,0,0.25,0.00,0.25,0.25,0.25,1.6,1.6,0.2,1.8,0.20,0.02,0.22,0.20,0.22,Enzo Crivelli
48,ci CIV,"DF,MF",24,11,8,712,7.9,0,1,0,0,0,1,1,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07,Ismaël Diomandé
49,cg CGO,"DF,MF",19,9,8,651,7.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.04,0.02,0.06,0.04,0.06,Durel Avounou
50,ci CIV,"MF,FW",26,19,7,847,9.4,1,1,1,0,0,0,0,0.11,0.11,0.21,0.11,0.21,3.2,3.2,0.4,3.6,0.34,0.05,0.39,0.34,0.39,Christian Kouakou
51,fr FRA,MF,31,12,5,583,6.5,0,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.4,0.4,0.6,0.9,0.06,0.09,0.15,0.06,0.15,Jonathan Delaplace
52,fr FRA,"MF,FW",19,12,5,534,5.9,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,0.9,1.2,0.06,0.15,0.20,0.06,0.20,Jessy Deminguet
53,cd COD,"MF,FW",24,10,4,424,4.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.9,2.6,0.37,0.19,0.56,0.37,0.56,Jordan Nkololo
54,fi FIN,"MF,FW",18,9,3,401,4.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.01,0.07,0.08,0.01,0.08,Timo Stavitski
55,cg CGO,GK,23,4,3,316,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Brice Samba
56,fr FRA,"DF,MF",19,4,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Yoël Armougom
57,bj BEN,DF,28,1,0,34,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Emmanuel Imorou
58,fr FRA,GK,28,0,0,,,,,,,,,,,,,,,,,,,,,,,,Matthieu Dreyer
59,fr FRA,DF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,Florian Le Joncour
60,gp GLP,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Jordan Leborgne
61,ml MLI,FW,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Makan Macalou
62,pl POL,DF,29,36,36,"3,240",36.0,3,3,3,0,0,8,0,0.08,0.08,0.17,0.08,0.17,2.9,2.9,1.5,4.4,0.08,0.04,0.12,0.08,0.12,Kamil Glik
63,br BRA,MF,23,34,34,"3,060",34.0,7,3,3,4,4,8,0,0.21,0.09,0.29,0.09,0.18,5.8,2.6,4.2,6.8,0.17,0.12,0.29,0.08,0.20,Fabinho
64,hr CRO,GK,32,34,34,"2,939",32.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Danijel Subašić
65,br BRA,DF,24,33,33,"2,855",31.7,2,0,2,0,0,7,1,0.06,0.00,0.06,0.06,0.06,1.9,1.9,0.2,2.1,0.06,0.01,0.07,0.06,0.07,Jemerson
66,pt POR,"FW,MF",21,38,32,"2,531",28.1,15,5,15,0,0,2,0,0.53,0.18,0.71,0.53,0.71,10.1,10.1,5.3,15.5,0.36,0.19,0.55,0.36,0.55,Rony Lopes
67,pt POR,MF,30,33,31,"2,803",31.1,1,6,1,0,0,6,0,0.03,0.19,0.22,0.03,0.22,1.1,1.1,5.8,6.8,0.03,0.18,0.22,0.03,0.22,João Moutinho
68,fr FRA,"MF,FW",21,30,27,"2,378",26.4,2,8,2,0,0,1,0,0.08,0.30,0.38,0.08,0.38,3.7,3.7,6.9,10.5,0.14,0.26,0.40,0.14,0.40,Thomas Lemar
69,fr FRA,DF,25,27,25,"2,153",23.9,2,7,2,0,0,4,0,0.08,0.29,0.38,0.08,0.38,0.9,0.9,4.3,5.2,0.04,0.18,0.22,0.04,0.22,Djibril Sidibé
70,co COL,FW,31,26,25,"2,129",23.7,18,4,15,3,4,1,0,0.76,0.17,0.93,0.63,0.80,13.9,10.7,1.9,12.6,0.59,0.08,0.67,0.45,0.53,Radamel Falcao
71,br BRA,DF,21,22,22,"1,920",21.3,1,2,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,0.2,0.2,1.9,2.1,0.01,0.09,0.10,0.01,0.10,Jorge
72,sn SEN,"FW,MF",22,23,19,"1,473",16.4,8,5,8,0,0,3,1,0.49,0.31,0.79,0.49,0.79,5.4,5.4,2.3,7.8,0.33,0.14,0.47,0.33,0.47,Keita Baldé
73,it ITA,DF,33,20,18,"1,607",17.9,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,0.7,0.7,0.2,0.9,0.04,0.01,0.05,0.04,0.05,Andrea Raggi
74,be BEL,MF,20,27,18,"1,569",17.4,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,1.3,1.3,1.1,2.4,0.07,0.06,0.14,0.07,0.14,Youri Tielemans
75,ml MLI,DF,21,20,13,"1,248",13.9,1,5,1,0,0,3,0,0.07,0.36,0.43,0.07,0.43,0.4,0.4,2.6,3.0,0.03,0.19,0.22,0.03,0.22,Almamy Touré
76,fr FRA,FW,21,22,10,850,9.4,2,3,2,0,0,2,1,0.21,0.32,0.53,0.21,0.53,2.2,2.2,0.6,2.9,0.24,0.07,0.30,0.24,0.30,Adama Diakhaby
77,dz ALG,"FW,MF",25,26,7,"1,006",11.2,2,3,2,0,0,2,1,0.18,0.27,0.45,0.18,0.45,2.6,2.6,2.7,5.3,0.24,0.24,0.48,0.24,0.48,Rachid Ghezzal
78,me MNE,FW,27,15,7,753,8.4,8,1,8,0,0,1,0,0.96,0.12,1.08,0.96,1.08,5.4,5.4,0.4,5.8,0.65,0.05,0.70,0.65,0.70,Stevan Jovetić
79,fr FRA,"MF,DF",21,11,7,721,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Kévin N'Doram
80,fr FRA,FW,17,5,3,304,3.4,2,0,2,0,0,1,0,0.59,0.00,0.59,0.59,0.59,1.5,1.5,0.1,1.6,0.44,0.04,0.48,0.44,0.48,Moussa Sylla
81,fr FRA,DF,19,4,3,280,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.01,0.08,0.08,0.01,0.08,Julien Serrano
82,nl NED,DF,23,3,3,257,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.4,0.06,0.10,0.16,0.06,0.16,Terence Kongolo
83,ar ARG,FW,26,15,2,424,4.7,4,0,4,0,0,0,0,0.85,0.00,0.85,0.85,0.85,2.1,2.1,0.1,2.2,0.44,0.03,0.46,0.44,0.46,Guido Carrillo
84,sn SEN,GK,21,3,2,256,2.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Seydou Sy
85,ch SUI,GK,33,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Diego Benaglio
86,ml MLI,"MF,FW",22,3,2,189,2.1,3,0,3,0,0,1,0,1.43,0.00,1.43,1.43,1.43,0.9,0.9,0.0,0.9,0.41,0.01,0.42,0.41,0.42,Adama Traoré
87,fr FRA,MF,23,2,1,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Soualiho Meïté
88,br BRA,"FW,MF",21,5,1,82,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.24,0.06,0.30,0.24,0.30,Gabriel Boschilia
89,fr FRA,"FW,MF",18,1,1,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.19,0.00,0.19,0.19,0.19,Kylian Mbappé
90,es ESP,MF,18,3,0,31,0.3,1,0,1,0,0,0,0,2.90,0.00,2.90,2.90,2.90,0.2,0.2,0.0,0.2,0.56,0.00,0.56,0.56,0.56,Jordi Mboula
91,it ITA,FW,16,3,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Pietro Pellegri
92,fr FRA,MF,20,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,1.67,1.67,0.00,1.67,Allan Saint-Maximin
93,pt POR,MF,20,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.35,0.00,0.35,0.35,0.35,Gil Bastião Dias
94,fr FRA,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Loic Badiashile
95,be BEL,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,Adrien Bongiovanni
96,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ibrahima Diallo
97,fr FRA,"FW,MF",19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Romain Faivre
98,km COM,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Safwan Mbaé
99,fr FRA,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,Pierre-Daniel N'Guinda
100,fr FRA,MF,27,36,36,"3,025",33.6,4,2,1,3,3,6,0,0.12,0.06,0.18,0.03,0.09,3.8,1.4,2.9,4.3,0.11,0.09,0.20,0.04,0.13,Jonas Martin
101,ci CIV,MF,23,35,35,"3,006",33.4,5,0,5,0,0,4,0,0.15,0.00,0.15,0.15,0.15,2.2,2.2,1.0,3.3,0.07,0.03,0.10,0.07,0.10,Jean-Eudes Aholou
102,fr FRA,DF,25,31,30,"2,723",30.3,3,4,0,3,3,5,1,0.10,0.13,0.23,0.00,0.13,2.8,0.5,2.0,2.5,0.09,0.07,0.16,0.02,0.08,Kenny Lala
103,fr FRA,"MF,FW",29,33,29,"2,602",28.9,5,5,4,1,1,6,0,0.17,0.17,0.35,0.14,0.31,3.4,2.6,7.2,9.9,0.12,0.25,0.37,0.09,0.34,Dimitri Liénard
104,bf BFA,DF,29,28,27,"2,462",27.4,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,1.1,1.1,0.0,1.1,0.04,0.00,0.04,0.04,0.04,Bakary Koné
105,gn GUI,DF,30,27,25,"2,178",24.2,1,0,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,0.8,0.8,1.0,1.8,0.03,0.04,0.07,0.03,0.07,Ernest Seka
106,fr FRA,DF,28,24,24,"2,115",23.5,0,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04,1.0,1.0,0.5,1.5,0.04,0.02,0.06,0.04,0.06,Pablo Martinez
107,cv CPV,"FW,MF",26,26,22,"1,727",19.2,5,2,5,0,0,4,1,0.26,0.10,0.36,0.26,0.36,4.2,4.2,0.6,4.8,0.22,0.03,0.25,0.22,0.25,Nuno da Costa
108,sn SEN,DF,34,20,20,"1,718",19.1,1,1,1,0,0,4,0,0.05,0.05,0.10,0.05,0.10,1.9,1.9,0.6,2.6,0.10,0.03,0.13,0.10,0.13,Kader Mangane
109,sn SEN,GK,20,19,19,"1,691",18.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Bingourou Kamara
110,fr FRA,"FW,MF",20,25,19,"1,672",18.6,3,3,3,0,0,3,0,0.16,0.16,0.32,0.16,0.32,4.9,4.9,3.4,8.3,0.26,0.18,0.45,0.26,0.45,Martin Terrier
111,cm CMR,FW,25,26,19,"1,662",18.5,7,1,7,0,0,5,0,0.38,0.05,0.43,0.38,0.43,6.7,6.7,1.7,8.4,0.36,0.09,0.45,0.36,0.45,Stéphane Bahoken
112,fr FRA,"MF,FW",31,29,18,"1,757",19.5,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,1.4,1.4,2.1,3.4,0.07,0.11,0.18,0.07,0.18,Anthony Gonçalves
113,dz ALG,GK,29,17,16,"1,457",16.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Alexandre Oukidja
114,fr FRA,"MF,FW",30,18,15,"1,376",15.3,0,2,0,0,0,2,0,0.00,0.13,0.13,0.00,0.13,1.8,1.8,1.8,3.6,0.12,0.12,0.23,0.12,0.23,Benjamin Corgnet
115,fr FRA,DF,24,16,13,"1,239",13.8,0,2,0,0,0,2,0,0.00,0.15,0.15,0.00,0.15,0.1,0.1,1.6,1.7,0.01,0.12,0.12,0.01,0.12,Dimitri Foulquier
116,gf GUF,DF,24,14,12,"1,107",12.3,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.4,0.4,0.1,0.6,0.03,0.01,0.05,0.03,0.05,Yoann Salmier
117,dz ALG,FW,25,26,10,941,10.5,4,0,4,0,0,1,0,0.38,0.00,0.38,0.38,0.38,3.7,3.7,0.5,4.2,0.35,0.05,0.40,0.35,0.40,Idriss Saadi
118,fr FRA,"FW,MF",20,17,8,709,7.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.08,0.09,0.17,0.08,0.17,Ihsan Sacko
119,fr FRA,FW,34,25,7,917,10.2,3,1,3,0,0,2,0,0.29,0.10,0.39,0.29,0.39,4.7,4.7,1.7,6.5,0.46,0.17,0.64,0.46,0.64,Jérémy Blayac
120,fr FRA,MF,30,23,7,808,9.0,1,0,1,0,0,3,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,0.2,0.8,0.06,0.03,0.09,0.06,0.09,Jérémy Grimm
121,fr FRA,GK,33,4,3,272,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Landry Bonnefoi
122,sn SEN,DF,23,5,3,253,2.8,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.06,0.06,0.00,0.06,Abdallah N'dour
123,fr FRA,MF,29,3,1,64,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Vincent Nogueira
124,ml MLI,MF,20,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Kévin Zohi
125,fr FRA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Ismael Aaneba
126,fr FRA,"DF,MF",20,0,0,,,,,,,,,,,,,,,,,,,,,,,,Anthony Caci
127,fr FRA,MF,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,Quentin Othon
128,fr FRA,GK,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,Bastien Rempp
129,cm CMR,DF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,Duplexe Tchamba
130,dk DEN,MF,24,37,37,"3,283",36.5,3,1,3,0,0,8,0,0.08,0.03,0.11,0.08,0.11,4.4,4.4,2.5,7.0,0.12,0.07,0.19,0.12,0.19,Lukas Lerager
131,fr FRA,GK,30,36,36,"3,240",36.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Benoît Costil
132,sn SEN,DF,24,35,35,"3,093",34.4,0,5,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,3.7,4.3,0.02,0.11,0.12,0.02,0.12,Youssouf Sabaly
133,br BRA,FW,20,35,32,"2,856",31.7,12,7,10,2,3,2,0,0.38,0.22,0.60,0.32,0.54,8.4,5.9,8.7,14.6,0.27,0.27,0.54,0.19,0.46,Malcom
134,gn GUI,FW,21,35,23,"2,014",22.4,8,4,7,1,1,4,0,0.36,0.18,0.54,0.31,0.49,8.2,7.3,2.6,9.9,0.37,0.12,0.48,0.33,0.44,François Kamano
135,fr FRA,FW,26,29,22,"1,935",21.5,4,4,4,0,1,6,0,0.19,0.19,0.37,0.19,0.37,4.4,3.6,3.4,7.0,0.20,0.16,0.36,0.17,0.33,Nicolas de Préville
136,fr FRA,DF,33,21,21,"1,890",21.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.00,0.01,0.01,0.01,Jérémy Toulalan
137,sn SEN,MF,27,29,20,"1,881",20.9,7,1,7,0,0,5,0,0.33,0.05,0.38,0.33,0.38,5.5,5.5,1.6,7.1,0.26,0.08,0.34,0.26,0.34,Younousse Sankharé
138,fr FRA,DF,24,19,19,"1,703",18.9,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.5,0.5,1.0,1.5,0.03,0.05,0.08,0.03,0.08,Maxime Poundjé
139,br BRA,MF,23,21,19,"1,484",16.5,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.9,0.02,0.03,0.05,0.02,0.05,Otávio
