,firstName,middleName,lastName,currentTeamId,weight,height,foot,country,cou_code,role,city,name,officialName,wyId
598,Simeon,,Tochukwu Nwankwo,3197,84,198,right,Nigeria,NG,Forward,Crotone,Crotone,FC Crotone,3197.0
599,François,,Kamano,3772,77,175,right,Guinea,GN,Forward,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
600,Artur,,Yusupov,13897,73,180,right,Russia,RU,Midfielder,,,,
601,Sauli,,Väisänen,3204,80,190,right,Finland,FI,Defender,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
602,Aleksandr,,Kokorin,13885,74,181,right,Russia,RU,Forward,,,,
603,Alexander,,Alegría Moreno,695,82,189,right,Spain,ES,Forward,Valencia,Levante,Levante UD,695.0
604,Pedro Pablo,,Hernández,692,81,185,left,Argentina,AR,Midfielder,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
605,Héctor,,Hernández Ortega,696,71,173,left,Spain,ES,Defender,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
606,Pablo,,Ínsua Blanco,2449,76,187,right,Spain,ES,Defender,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
607,Fyodor,,Smolov,13887,80,187,right,Russia,RU,Forward,,,,
608,Giovanni Pablo,,Simeone,3176,76,180,right,Spain,ES,Forward,Firenze,Fiorentina,ACF Fiorentina,3176.0
609,Wílmar Enrique,,Barrios Terán,12057,74,178,right,Colombia,CO,Midfielder,,,,
610,Olexandr,,Kucher,4510,77,184,right,Ukraine,UA,Defender,,,,
611,Willian,,Borges da Silva,1610,75,175,right,Brazil,BR,Midfielder,London,Chelsea,Chelsea FC,1610.0
612,Douglas ,,Costa de Souza,3159,65,170,left,Brazil,BR,Midfielder,Torino,Juventus,Juventus FC,3159.0
613,Fernando Luiz,,Rosa,1625,67,179,right,Brazil,BR,Midfielder,Manchester,Manchester City,Manchester City FC,1625.0
614,Ramy,,Bensebaini,3774,75,186,left,Algeria,DZ,Defender,Rennes,Rennes,Stade Rennais FC,3774.0
615,Paweł,,Jaroszyński,3165,77,184,left,Poland,PL,Defender,Verona,Chievo,AC Chievo Verona,3165.0
616,Bartosz,,Kapustka,2453,62,179,right,Poland,PL,Midfielder,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
617,Ivan,,Strinić,3157,78,186,left,Croatia,HR,Defender,Milano,Milan,AC Milan,3157.0
618,Yevhen,,Konoplyanka,2449,78,178,right,Ukraine,UA,Midfielder,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
619,Karol,,Linetty,3164,73,176,right,Poland,PL,Midfielder,Genova,Sampdoria,UC Sampdoria,3164.0
620,Lucas Ariel,,Boyé,692,80,180,right,Argentina,AR,Forward,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
621,Nico,,Elvedi,2454,78,189,right,Switzerland,CH,Defender,M\u00f6nchengladbach,Borussia M'gladbach,Borussia VfL Mönchengladbach,2454.0
622,Dennis,,Geiger,2482,65,172,right,Germany,DE,Midfielder,Sinsheim,Hoffenheim,TSG 1899 Hoffenheim,2482.0
623,Danilo Fernando,,Avelar,3789,79,185,left,Brazil,BR,Defender,Amiens,Amiens SC,Amiens SC,3789.0
624,Lucas,,Pérez Martínez,677,73,180,left,Spain,ES,Forward,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
625,Maksym,,Koval,677,87,188,right,Ukraine,UA,Goalkeeper,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
626,Raúl,,Albentosa Redal,677,86,192,right,Spain,ES,Defender,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
627,Serhiy,,Rybalka,4513,70,176,right,Ukraine,UA,Midfielder,,,,
628,Brown,,Ideye Aide,683,70,180,right,Nigeria,NG,Forward,Malaga,Málaga,Málaga Club de Fútbol,683.0
629,Admir,,Mehmedi,2451,78,183,right,Macedonia FYR,MK,Forward,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
630,Andriy,,Yarmolenko,2447,81,189,left,Ukraine,UA,Forward,Dortmund,Borussia Dortmund,BV Borussia 09 Dortmund,2447.0
631,Milan,,Škriniar,3161,79,188,right,Slovakia,SK,Defender,Milano,Internazionale,FC Internazionale Milano,3161.0
632,Florian,,Kath,2453,74,184,left,Germany,DE,Midfielder,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
633,Vladlen,,Yurchenko,,74,181,right,Ukraine,UA,Midfielder,,,,
634,Strahinja,,Tanasijević,3165,73,183,right,Serbia,RS,Defender,Verona,Chievo,AC Chievo Verona,3165.0
635,Carlos Andrés,,Sánchez Arcosa,5655,66,170,right,Uruguay,UY,Midfielder,,,,
636,Vincent,,Janssen,4487,88,183,left,Netherlands,NL,Forward,,,,
637,Lucas Pedro,,Alves De Lima,3770,72,178,left,Brazil,BR,Defender,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
638,Aleksandar,,Prijović,12510,88,191,right,Switzerland,CH,Forward,,,,
639,Manuel Alejandro,,García Sánchez,696,74,182,left,Spain,ES,Midfielder,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
640,Leonardo,,Carrilho Baptistão,691,72,181,right,Brazil,BR,Forward,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
641,Ignacio,,Vidal Miralles,674,73,180,right,Spain,ES,Defender,Valencia,Valencia,Valencia Club de Fútbol,674.0
642,Brais,,Méndez Portela,692,0,187,left,Spain,ES,Midfielder,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
643,Gonçalo Manuel,,Ganchinho Guedes,3767,70,179,right,Portugal,PT,Forward,Paris,PSG,Paris Saint-Germain FC,3767.0
644,Benjamin,,Vérité,3776,0,0,,France,FR,Midfielder,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
645,Mario Gaspar,,Pérez Martínez,682,74,182,right,Spain,ES,Defender,Villarreal,Villarreal,Villarreal Club de Fútbol,682.0
646,Suat,,Serdar,2460,75,183,right,Germany,DE,Midfielder,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
647,Cássio Roberto,,Ramos,5656,92,195,right,Brazil,BR,Goalkeeper,,,,
648,Leandro,,Castán da Silva,5657,80,184,left,Brazil,BR,Defender,,,,
649,Marcos ,,Aoás Corrêa ,3767,75,183,right,Brazil,BR,Defender,Paris,PSG,Paris Saint-Germain FC,3767.0
650,Thomas,,Carrique,3772,65,170,right,France,FR,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
651,José Paulo,,Bezzera Maciel Júnior,9174,71,182,right,Brazil,BR,Midfielder,,,,
652,Matheus,,Dória Macedo,4622,82,189,left,Brazil,BR,Defender,,,,
653,Guilherme,,dos Santos Torres,677,77,179,right,Brazil,BR,Midfielder,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
654,Łukasz,,Fabiański,1633,83,190,right,Poland,PL,Goalkeeper,London,West Ham United,West Ham United FC,1633.0
655,Damián Emiliano,,Martínez,698,88,195,right,Argentina,AR,Goalkeeper,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
656,Wojciech ,,Szczęsny,3159,84,196,right,Poland,PL,Goalkeeper,Torino,Juventus,Juventus FC,3159.0
657,Johan Danon,,Djourou-Gbadjere,3204,87,191,right,C\u00f4te d'Ivoire,CI,Defender,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
658,Ignasi,,Miquel i Pons,683,80,189,left,Spain,ES,Defender,Malaga,Málaga,Málaga Club de Fútbol,683.0
659,Bacary,,Sagna,3219,72,176,right,France,FR,Defender,Benevento,Benevento,Benevento Calcio,3219.0
660,Thomas,,Vermaelen,676,80,183,left,Belgium,BE,Defender,Barcelona,Barcelona,FC Barcelona,676.0
661,Francis,,Coquelin,674,74,178,right,France,FR,Midfielder,Valencia,Valencia,Valencia Club de Fútbol,674.0
662,Francesco,,Cassata,3315,75,183,right,Italy,IT,Midfielder,Sassuolo,Sassuolo,US Sassuolo Calcio,3315.0
663,Gary ,,Cahill,1610,86,193,right,England,,Defender,London,Chelsea,Chelsea FC,1610.0
664,Thomas,,Rodríguez,9624,76,183,right,Argentina,AR,Midfielder,,,,
665,Wendell,,Nascimento Borges,2446,71,176,left,Brazil,BR,Defender,Leverkusen,Bayer Leverkusen,TSV Bayer 04 Leverkusen,2446.0
666,Milan,,Gajić,3772,75,178,right,Serbia,RS,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
667,Marko,,Grujić,1612,82,191,right,Serbia,RS,Midfielder,Liverpool,Liverpool,Liverpool FC,1612.0
668,Saša,,Lukić,695,77,183,right,Serbia,RS,Midfielder,Valencia,Levante,Levante UD,695.0
669,John Michael,,Nchekwube Obinna,9132,83,188,right,Nigeria,NG,Midfielder,,,,
670,Salomon Armand Magloire,,Kalou,2457,77,184,right,C\u00f4te d'Ivoire,CI,Forward,Berlin,Hertha BSC,Hertha BSC,2457.0
671,Romelu,,Lukaku Menama,1611,94,190,left,Belgium,BE,Forward,Manchester,Manchester United,Manchester United FC,1611.0
672,Fernando José,,Torres Sanz,679,79,186,right,Spain,ES,Forward,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
673,David,,de Gea Quintana,1611,82,193,right,Spain,ES,Goalkeeper,Manchester,Manchester United,Manchester United FC,1611.0
674,Phil,,Jones,1611,71,185,right,England,,Defender,Manchester,Manchester United,Manchester United FC,1611.0
675,Rafael,,Pereira da Silva,3766,78,172,right,Brazil,BR,Defender,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
676,Luís Carlos,,Almeida da Cunha,3162,72,177,right,Cape Verde Islands,CV,Midfielder,Formello,Lazio,SS Lazio,3162.0
677,Jesse,,Lingard,1611,65,174,right,England,,Midfielder,Manchester,Manchester United,Manchester United FC,1611.0
678,Paul,,Pogba,1611,84,191,right,France,FR,Midfielder,Manchester,Manchester United,Manchester United FC,1611.0
679,Ashley ,,Young,1611,65,175,right,England,,Defender,Manchester,Manchester United,Manchester United FC,1611.0
680,Javier,,Hernández Balcázar,1633,73,175,right,Mexico,MX,Forward,London,West Ham United,West Ham United FC,1633.0
681,Daniel Nii,,Tackie Mensah Welbeck,1609,73,185,right,England,,Forward,London,Arsenal,Arsenal FC,1609.0
682,Brad,,Jones,16470,76,194,left,Australia,AU,Goalkeeper,,,,
683,José Manuel ,,Reina Páez,3157,92,188,right,Spain,ES,Goalkeeper,Milano,Milan,AC Milan,3157.0
684,Sebastián,,Coates Nión,1632,92,196,right,Uruguay,UY,Defender,,,,
685,Rayan,,Aït Nouri,3799,0,0,null,France,FR,Defender,Angers,Angers,Angers SCO,3799.0
686,Jordan Brian,,Henderson,1612,67,182,right,England,,Midfielder,Liverpool,Liverpool,Liverpool FC,1612.0
687,Lucas ,,Pezzini Leiva,3162,73,179,right,Brazil,BR,Midfielder,Formello,Lazio,SS Lazio,3162.0
688,Luis Alberto,,Suárez Díaz,676,86,182,right,Uruguay,UY,Forward,Barcelona,Barcelona,FC Barcelona,676.0
689,Davide,,Santon,3161,77,186,right,Italy,IT,Defender,Milano,Internazionale,FC Internazionale Milano,3161.0
690,Mehdi,,Abeid,3804,77,178,right,France,FR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
691,Carlos Henrique,,Casimiro,675,84,185,right,Brazil,BR,Midfielder,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
692,Willian José,,da Silva,687,93,189,right,Brazil,BR,Forward,Donostia-San Sebasti\u00e1n,Real Sociedad,Real Sociedad de Fútbol,687.0
693,Rafael,,Cabral Barbosa,3187,83,186,right,Brazil,BR,Goalkeeper,Castel Volturno,Napoli,SSC Napoli,3187.0
694,Paulo Henrique,,Chagas de Lima,680,78,184,left,Brazil,BR,Midfielder,Sevilla,Sevilla,Sevilla FC,680.0
695,Anga Dedryck,,Boyata,8508,84,188,right,Belgium,BE,Defender,,,,
696,Felipe ,,Anderson Pereira Gomes,3162,69,178,right,Brazil,BR,Midfielder,Formello,Lazio,SS Lazio,3162.0
697,Neymar,,da Silva Santos Junior,3767,68,175,right,Brazil,BR,Forward,Paris,PSG,Paris Saint-Germain FC,3767.0
698,Sehrou,,Guirassy,2463,82,187,right,France,FR,Forward,K\u00f6ln,Köln,1. FC Köln,2463.0
699,Salomon Junior,,Sambia,3787,73,185,right,France,FR,Midfielder,Montpellier,Montpellier,Montpellier HSC,3787.0
700,Jack,,Butland,1639,95,196,right,England,,Goalkeeper,Stoke-on-Trent,Stoke City,Stoke City FC,1639.0
701,Borja,,Valero Iglesias,3161,73,175,right,Spain,ES,Midfielder,Milano,Internazionale,FC Internazionale Milano,3161.0
702,José Miguel,,da Rocha Fonte,3776,75,191,right,Portugal,PT,Defender,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
703,Iago,,Falqué Silva,3185,69,174,left,Spain,ES,Forward,Torino,Torino,Torino FC,3185.0
704,Fabrizio,,Caligara,3173,70,180,left,Italy,IT,Midfielder,Cagliari,Cagliari,Cagliari Calcio,3173.0
705,Martin,,Olsson,10531,81,178,left,Sweden,SE,Defender,Swansea,Swansea City,Swansea City AFC,10531.0
706,Giovanni,,Crociata,3197,67,174,right,Italy,IT,Midfielder,Crotone,Crotone,FC Crotone,3197.0
707,Steven N'Kemboanza Mike Christopher,,N'Zonzi,3158,75,196,right,France,FR,Midfielder,Roma,Roma,AS Roma,3158.0
708,Rubén ,,Rochina Naixes,695,76,182,left,Spain,ES,Midfielder,Valencia,Levante,Levante UD,695.0
709,Ragnar,,Sigurðsson,13897,77,187,right,Iceland,IS,Defender,,,,
710,Marouane,,Fellaini-Bakkioui,1611,85,194,right,Belgium,BE,Midfielder,Manchester,Manchester United,Manchester United FC,1611.0
711,Rafael,,Tolói,3172,75,185,right,Brazil,BR,Defender,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
712,Benoît,,Assou-Ekotto,,70,178,left,France,FR,Defender,,,,
713,Kyle,,Walker,1625,83,183,right,England,,Defender,Manchester,Manchester City,Manchester City FC,1625.0
714,Gareth Frank,,Bale,675,81,185,left,Wales,,Forward,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
715,Luka,,Modrić,675,66,172,right,Croatia,HR,Midfielder,Madrid,Real Madrid,Real Madrid Club de Fútbol,675.0
716,Thiago Henrique,,Mendes Ribeiro,3776,78,176,right,Brazil,BR,Midfielder,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
717,Sandro ,,Ranieri Guimarães Cordeiro,3219,75,187,right,Brazil,BR,Midfielder,Benevento,Benevento,Benevento Calcio,3219.0
718,Danny,,Rose,1624,76,174,left,England,,Defender,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
719,Giovani,,dos Santos Ramírez,7847,74,175,left,Mexico,MX,Forward,,,,
720,Aleksandar,,Kolarov,3158,83,187,left,Serbia,RS,Defender,Roma,Roma,AS Roma,3158.0
721,Vincent,,Kompany,1625,85,193,right,Belgium,BE,Defender,Manchester,Manchester City,Manchester City FC,1625.0
722,Karim,,Rekik,2457,79,186,left,Netherlands,NL,Defender,Berlin,Hertha BSC,Hertha BSC,2457.0
723,Stefan,,Savić,679,80,187,right,Montenegro,ME,Defender,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
724,Nigel,,de Jong,2460,72,174,right,Netherlands,NL,Midfielder,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
725,David Josué,,Jiménez Silva,1625,67,173,left,Spain,ES,Midfielder,Manchester,Manchester City,Manchester City FC,1625.0
726,Denis,,Suárez Fernández,676,69,176,right,Spain,ES,Midfielder,Barcelona,Barcelona,FC Barcelona,676.0
727,Sergio Leonel,,Agüero del Castillo,1625,70,173,right,Argentina,AR,Forward,Manchester,Manchester City,Manchester City FC,1625.0
728,Mario ,,Barwuah Balotelli,3775,88,189,right,Italy,IT,Forward,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
729,Edin,,Džeko,3158,84,193,right,Bosnia-Herzegovina,BA,Forward,Roma,Roma,AS Roma,3158.0
730,Pablo,,Nascimento Castro,3772,86,188,right,Brazil,BR,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
731,Mile,,Jedinak,1614,78,188,right,Australia,AU,Midfielder,,,,
732,Cristian David,,Pavón,12057,65,167,right,Argentina,AR,Forward,,,,
733,Fabian,,Delph,1625,60,174,left,England,,Midfielder,Manchester,Manchester City,Manchester City FC,1625.0
734,Ogenyi Eddy,,Onazi,4488,73,173,right,Nigeria,NG,Midfielder,,,,
735,Kasper,,Schmeichel,1631,76,185,right,Denmark,DK,Goalkeeper,Leicester,Leicester City,Leicester City FC,1631.0
736,Simon,,Mignolet,1612,87,193,right,Belgium,BE,Goalkeeper,Liverpool,Liverpool,Liverpool FC,1612.0
737,Ahmed Eissa ,,El Mohamady Abdel Fattah,1614,78,183,right,Egypt,EG,Midfielder,,,,
738,Sebastian,,Larsson,6716,70,178,right,Sweden,SE,Midfielder,,,,
739,Stéphane,,Sessègnon,4494,72,172,right,Benin,BJ,Midfielder,,,,
740,Gabriel Armando,,de Abreu,674,79,187,right,Brazil,BR,Defender,Valencia,Valencia,Valencia Club de Fútbol,674.0
741,Victor,,Moses,1610,75,177,right,Nigeria,NG,Midfielder,London,Chelsea,Chelsea FC,1610.0
742,Franco Matías,,Di Santo,2449,88,193,right,Argentina,AR,Forward,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
743,Harry ,,Maguire,1631,79,188,right,England,,Defender,Leicester,Leicester City,Leicester City FC,1631.0
744,Guilherme Antonio,,Arana Lopes,680,74,176,left,Brazil,BR,Defender,Sevilla,Sevilla,Sevilla FC,680.0
745,Harry,,Kane,1624,86,188,right,England,,Forward,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
746,Diego Carlos,,Santos Silva,3770,79,185,right,Brazil,BR,Defender,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
747,Niccolò,,Zanellato,3197,80,187,right,Italy,IT,Midfielder,Crotone,Crotone,FC Crotone,3197.0
748,Bright,,Gyamfi,3219,73,180,right,Ghana,GH,Defender,Benevento,Benevento,Benevento Calcio,3219.0
749,Alexander,,Kačaniklić,3770,72,181,left,Sweden,SE,Midfielder,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
750,Kieran,,Trippier,1624,72,178,right,England,,Defender,London,Tottenham Hotspur,Tottenham Hotspur FC,1624.0
751,Kamil,,Grosicki,1672,78,180,right,Poland,PL,Midfielder,,,,
752,Marko,,Dmitrović,701,94,194,left,Serbia,RS,Goalkeeper,Eibar,Eibar,SD Eibar,701.0
753,Andrija,,Živković,9607,70,169,left,Serbia,RS,Midfielder,,,,
754,Nemanja,,Radoja,692,77,186,right,Serbia,RS,Midfielder,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
755,Adel,,Taarabt,3193,77,182,right,Morocco,MA,Midfielder,Genova,Genoa,Genoa CFC,3193.0
756,Corentin,,Jean,3780,65,170,right,France,FR,Forward,Toulouse,Toulouse,Toulouse FC,3780.0
757,Kelechi Promise,,Iheanacho,1631,77,187,left,Nigeria,NG,Forward,Leicester,Leicester City,Leicester City FC,1631.0
758,José Rodolfo,,Pires Ribeiro,5655,69,177,left,Brazil,BR,Defender,,,,
759,Robin,,Koch,2453,82,190,right,Germany,DE,Defender,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
760,Kenneth Josiah,,Omeruo,712,74,185,right,Nigeria,NG,Defender,Legan\u00e9s,Leganés,CD Leganés,712.0
761,Niklas,,Stark,2457,81,190,right,Germany,DE,Defender,Berlin,Hertha BSC,Hertha BSC,2457.0
762,Marc,,Stendera,2462,73,173,right,Germany,DE,Midfielder,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
763,Timo,,Werner,2975,75,180,right,Germany,DE,Forward,Leipzig,RB Leipzig,Rasen Ballsport Leipzig,2975.0
764,John,,Stones,1625,75,188,right,England,,Defender,Manchester,Manchester City,Manchester City FC,1625.0
765,Douglas,,dos Santos Justino de Melo,2450,70,175,left,Brazil,BR,Defender,Hamburg,Hamburger SV,Hamburger SV,2450.0
766,Yevhen,,Seleznyov,4615,88,187,right,Ukraine,UA,Forward,,,,
767,Diego Sebastián,,Laxalt Suárez,3157,66,178,left,Uruguay,UY,Midfielder,Milano,Milan,AC Milan,3157.0
768,Romain,,Caumet,3787,71,174,,France,FR,Midfielder,Montpellier,Montpellier,Montpellier HSC,3787.0
769,Rolando,,Aarons,3194,67,175,left,Jamaica,JM,Midfielder,Verona,Hellas Verona,Hellas Verona FC,3194.0
770,Kenan,,Karaman,2455,83,189,left,Germany,DE,Forward,Hannover,Hannover 96,Hannover 96,2455.0
771,Frédéric,,Guilbert,3783,70,178,right,France,FR,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
772,Péter,,Gulácsi,2975,83,190,right,Hungary,HU,Goalkeeper,Leipzig,RB Leipzig,Rasen Ballsport Leipzig,2975.0
773,Nikola,,Kalinić,3157,81,187,right,Croatia,HR,Forward,Milano,Milan,AC Milan,3157.0
774,Senna,,Miangue,3173,83,192,left,Belgium,BE,Defender,Cagliari,Cagliari,Cagliari Calcio,3173.0
775,Mattéo,,Ahlinvi,3785,68,183,left,France,FR,Defender,Guingamp,Guingamp,En Avant Guingamp,3785.0
776,Mauro Emanuel,,Icardi Rivero ,3161,75,181,right,Argentina,AR,Forward,Milano,Internazionale,FC Internazionale Milano,3161.0
777,Davide,,Biraschi,3193,73,182,right,Italy,IT,Defender,Genova,Genoa,Genoa CFC,3193.0
778,Sébastien,,Salles Lamonge,3774,67,170,right,France,FR,Midfielder,Rennes,Rennes,Stade Rennais FC,3774.0
779,Marcel,,Tisserand,2451,80,190,right,France,FR,Defender,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
780,Milot,,Rashica,2443,73,177,right,Kosovo,,Forward,Bremen,Werder Bremen,SV Werder Bremen,2443.0
781,Lucas,,Höler,2453,80,184,right,Germany,DE,Forward,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
782,Berkay,,Özcan,2445,79,180,right,Germany,DE,Midfielder,Stuttgart,Stuttgart,VfB Stuttgart 1893,2445.0
783,Enzo,,Loiodice,3804,60,176,left,France,FR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
784,Simone,,Scuffet,3163,75,187,right,Italy,IT,Goalkeeper,Udine,Udinese,Udinese Calcio,3163.0
785,Elio,,Capradossi,3158,78,185,right,Uganda,UG,Defender,Roma,Roma,AS Roma,3158.0
786,José,,Mauri,3157,63,169,right,Argentina,AR,Midfielder,Milano,Milan,AC Milan,3157.0
787,Vittorio,,Parigini,3219,70,180,right,Italy,IT,Forward,Benevento,Benevento,Benevento Calcio,3219.0
788,Federico,,Bonazzoli,3204,77,182,left,Italy,IT,Forward,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
789,Pontus,,Jansson,1630,89,196,right,Sweden,SE,Defender,,,,
790,Pa Momodou,,Konate,3204,72,178,left,Sweden,SE,Defender,Ferrara,SPAL,Società Polisportiva Ars et Labor 2013,3204.0
791,Facundo Julián,,Píriz González,3787,81,187,right,Uruguay,UY,Midfielder,Montpellier,Montpellier,Montpellier HSC,3787.0
792,Florian,,Müller,2460,85,192,left,Germany,DE,Goalkeeper,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
793,Ohis Felix,,Uduokhai,2451,78,192,right,Germany,DE,Defender,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
794,Syam,,Ben Youssef,4551,82,186,right,France,FR,Defender,,,,
795,Cedric,,Teuchert,2449,83,183,right,Germany,DE,Forward,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
796,Victor James,,Osimhen,2451,76,185,right,Nigeria,NG,Forward,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
797,Mohamed,,Dräger,2453,70,178,right,Germany,DE,Midfielder,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
798,Jean Eudès,,Aholou,3779,71,186,left,C\u00f4te d'Ivoire,CI,Midfielder,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
799,Justin,,Hoffmanns,2454,0,176,right,Germany,DE,Defender,M\u00f6nchengladbach,Borussia M'gladbach,Borussia VfL Mönchengladbach,2454.0
800,Ahmed,,Benali,3197,73,173,right,England,,Midfielder,Crotone,Crotone,FC Crotone,3197.0
801,Jordan,,Pickford,1623,77,185,left,England,,Goalkeeper,Liverpool,Everton,Everton FC,1623.0
802,Gianluca,,Gaudino,3165,65,175,right,Germany,DE,Midfielder,Verona,Chievo,AC Chievo Verona,3165.0
803,Lukas,,Klünter,2463,73,184,right,Germany,DE,Defender,K\u00f6ln,Köln,1. FC Köln,2463.0
804,Maximilian,,Mittelstädt,2457,69,178,left,Germany,DE,Defender,Berlin,Hertha BSC,Hertha BSC,2457.0
805,Mahmoud,,Dahoud,2447,69,177,right,Syria,SY,Midfielder,Dortmund,Borussia Dortmund,BV Borussia 09 Dortmund,2447.0
806,Elvis,,Rexhbecaj,2451,75,182,left,Albania,AL,Midfielder,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
807,Dominik,,Reimann,2447,84,186,right,Germany,DE,Goalkeeper,Dortmund,Borussia Dortmund,BV Borussia 09 Dortmund,2447.0
808,Mauro Daniel,,Goicoechea Furia,3780,82,186,right,Uruguay,UY,Goalkeeper,Toulouse,Toulouse,Toulouse FC,3780.0
809,Rogério,,Oliveira da Silva,3315,71,178,left,Brazil,BR,Defender,Sassuolo,Sassuolo,US Sassuolo Calcio,3315.0
810,Valère,,Pollet,3776,71,177,,France,FR,Midfielder,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
811,Marco,,Richter,2481,74,176,right,Germany,DE,Forward,Augsburg,Augsburg,FC Augsburg,2481.0
812,Gabriel,,Appelt Pires,712,82,187,left,Brazil,BR,Midfielder,Legan\u00e9s,Leganés,CD Leganés,712.0
813,Waldemar,,Anton,2455,75,189,right,Uzbekistan,UZ,Defender,Hannover,Hannover 96,Hannover 96,2455.0
814,Timo,,Hübers,2455,82,190,right,Germany,DE,Defender,Hannover,Hannover 96,Hannover 96,2455.0
815,Noah-Joel,,Sarenren-Bazee,2455,70,182,right,Germany,DE,Midfielder,Hannover,Hannover 96,Hannover 96,2455.0
816,Maximilian,,Eggestein,2443,75,181,right,Germany,DE,Midfielder,Bremen,Werder Bremen,SV Werder Bremen,2443.0
817,Seung-Woo,,Lee,3194,63,173,right,Korea Republic,KR,Forward,Verona,Hellas Verona,Hellas Verona FC,3194.0
818,Ögmundur,,Kristinsson,26,88,191,right,Iceland,IS,Goalkeeper,,,,
819,Carlos Joaquín,,Correa,680,77,188,right,Argentina,AR,Midfielder,Sevilla,Sevilla,Sevilla FC,680.0
820,Wergiton,,do Rosário Calmon,3780,73,180,right,Brazil,BR,Midfielder,Toulouse,Toulouse,Toulouse FC,3780.0
821,Zakaria,,Bakkali,677,71,168,right,Belgium,BE,Forward,A Coru\u00f1a,Deportivo La Coruña,Real Club Deportivo de La Coruña,677.0
822,Emmanuel Okyere,,Boateng,695,67,175,right,Ghana,GH,Forward,Valencia,Levante,Levante UD,695.0
823,Fábio Henrique,,Tavares,19830,78,188,right,Brazil,BR,Midfielder,Monaco,Monaco,AS Monaco FC,19830.0
824,Papa Alioune,,N'Diaye,1639,76,180,right,Senegal,SN,Midfielder,Stoke-on-Trent,Stoke City,Stoke City FC,1639.0
825,Gil,,Bastião Dias,3176,78,183,left,Portugal,PT,Forward,Firenze,Fiorentina,ACF Fiorentina,3176.0
