,firstName,middleName,lastName,currentTeamId,weight,height,foot,country,cou_code,role,city,name,officialName,wyId
1932,Erwin,,Zelazny,3795,80,186,right,France,FR,Goalkeeper,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
1933,Lévy Koffi,,Djidji,3770,71,184,right,France,FR,Defender,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
1934,Jonathan,,Martins-Pereira,3785,77,182,right,France,FR,Defender,Guingamp,Guingamp,En Avant Guingamp,3785.0
1935,Daniel Alejandro,,Torres Rojas,696,81,183,right,Colombia,CO,Midfielder,Vitoria-Gasteiz,Deportivo Alavés,Deportivo Alavés,696.0
1936,Vincent,,Bessat,,73,178,left,France,FR,Midfielder,,,,
1937,Issa,,Cissokho,,73,173,right,France,FR,Defender,,,,
1938,Jordan,,Veretout,3176,66,178,right,France,FR,Midfielder,Firenze,Fiorentina,ACF Fiorentina,3176.0
1939,Steve,,Mandanda,3771,82,185,right,Congo DR,CD,Goalkeeper,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1940,César,,Azpilicueta Tanco,1610,75,178,right,Spain,ES,Defender,London,Chelsea,Chelsea FC,1610.0
1941,Jérémy,,Morel,3766,71,172,left,France,FR,Defender,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
1942,Nicolas,,N'Koulou,3185,77,184,right,Cameroon,CM,Defender,Torino,Torino,Torino FC,3185.0
1943,Morgan,,Amalfitano,,68,176,right,France,FR,Midfielder,,,,
1944,Loïc,,Rémy,698,80,185,right,France,FR,Forward,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
1945,Jaroslav,,Plašil,3772,71,184,right,Czech Republic,CZ,Midfielder,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
1946,Grégory,,Sertic,3771,80,183,right,France,FR,Midfielder,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1947,Cheick Tidiane,,Diabaté,3219,90,194,right,Mali,ML,Forward,Benevento,Benevento,Benevento Calcio,3219.0
1948,Henri,,Saivet,4513,73,175,right,Senegal,SN,Midfielder,,,,
1949,Emiliano,,Sala,3770,75,187,right,Argentina,AR,Forward,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
1950,Perparim,,Hetemaj,3165,76,175,right,Kosovo,,Midfielder,Verona,Chievo,AC Chievo Verona,3165.0
1951,Chaouki,,Ben Saada,3795,72,170,left,France,FR,Midfielder,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
1952,Miguel Ángel,,Borja Hernández,5646,82,183,right,Colombia,CO,Forward,,,,
1953,Thorgan,,Hazard,2454,69,174,right,Belgium,BE,Forward,M\u00f6nchengladbach,Borussia M'gladbach,Borussia VfL Mönchengladbach,2454.0
1954,Geoffrey,,Kondogbia,674,80,188,left,France,FR,Midfielder,Valencia,Valencia,Valencia Club de Fútbol,674.0
1955,Ludovic,,Baal,3774,75,176,left,French Guiana,GF,Defender,Rennes,Rennes,Stade Rennais FC,3774.0
1956,Stefan,,Posch,2482,76,188,right,Austria,AT,Defender,Sinsheim,Hoffenheim,TSG 1899 Hoffenheim,2482.0
1957,Benoît,,Costil,3772,88,187,right,France,FR,Goalkeeper,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
1958,Abdoulaye,,Diallo,3774,82,191,right,France,FR,Goalkeeper,Rennes,Rennes,Stade Rennais FC,3774.0
1959,Romain,,Danzé,3774,73,184,right,France,FR,Defender,Rennes,Rennes,Stade Rennais FC,3774.0
1960,Dimitri,,Foulquier,3779,78,183,right,France,FR,Defender,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
1961,Abdou Kader,,Mangane,,87,193,right,Senegal,SN,Defender,,,,
1962,Kévin,,Théophile Catherine,3782,84,183,right,France,FR,Defender,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
1963,Julien,,Féret,3783,76,187,right,France,FR,Midfielder,Caen,Caen,Stade Malherbe Caen,3783.0
1964,Yann,,M'Vila,3782,82,182,right,France,FR,Midfielder,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
1965,Vincent,,Pajot,3782,68,180,right,France,FR,Midfielder,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
1966,Sergio,,Pellissier,3165,76,175,right,Italy,IT,Forward,Verona,Chievo,AC Chievo Verona,3165.0
1967,Stéphane,,Bahoken,3779,88,185,right,France,FR,Forward,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
1968,Mathieu,,Debuchy,3782,76,177,right,France,FR,Defender,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
1969,Lucas,,Digne,676,74,178,left,France,FR,Defender,Barcelona,Barcelona,FC Barcelona,676.0
1970,Florent,,Balmont,3804,72,168,right,France,FR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
1971,Bakary Adama,,Soumaoro,3776,93,186,right,France,FR,Defender,Villeneuve-d'Ascq,Lille,Lille OSC Métropole,3776.0
1972,Dimitri ,,Payet,3771,77,175,right,Reunion,RE,Midfielder,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1973,Ronny,,Rodelin,3783,82,192,right,Reunion,RE,Forward,Caen,Caen,Stade Malherbe Caen,3783.0
1974,Axel,,Werner,679,85,192,right,Argentina,AR,Goalkeeper,Madrid,Atlético Madrid,Club Atlético de Madrid,679.0
1975,Kalidou,,Koulibaly,3187,89,195,right,France,FR,Defender,Castel Volturno,Napoli,SSC Napoli,3187.0
1976,Yeni Atito,,N'Gbakoto,3785,69,173,right,France,FR,Forward,Guingamp,Guingamp,En Avant Guingamp,3785.0
1977,Bouna,,Sarr,3771,65,177,right,France,FR,Midfielder,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1978,Benjamin,,Mendy,1625,85,185,left,France,FR,Defender,Manchester,Manchester City,Manchester City FC,1625.0
1979,Jonathan,,Rivierez,3777,82,181,right,France,FR,Defender,Metz,Metz,FC Metz,3777.0
1980,Andrea,,Raggi,19830,82,187,right,Italy,IT,Defender,Monaco,Monaco,AS Monaco FC,19830.0
1981,Yannick,,Cahuzac,3780,70,178,right,France,FR,Midfielder,Toulouse,Toulouse,Toulouse FC,3780.0
1982,Florian,,Thauvin,3771,70,179,left,France,FR,Forward,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1983,Wahbi,,Khazri,3782,76,182,right,France,FR,Midfielder,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
1984,Yohann,,Pelé,3771,89,196,right,France,FR,Goalkeeper,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1985,Aymen,,Abdennour,3771,84,187,left,Tunisia,TN,Defender,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
1986,Daniel,,Congré,3787,80,185,right,France,FR,Defender,Montpellier,Montpellier,Montpellier HSC,3787.0
1987,Cheikh,,M'Bengue,3782,79,182,left,France,FR,Defender,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
1988,Steeve,,Yago,3780,77,180,right,France,FR,Defender,Toulouse,Toulouse,Toulouse FC,3780.0
1989,Wissam,,Ben Yedder,680,68,170,right,France,FR,Forward,Sevilla,Sevilla,Sevilla FC,680.0
1990,Étienne,,Didot,3785,70,176,right,France,FR,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
1991,Franck,,Tabanou,3785,77,178,left,France,FR,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
1992,Emmanuel,,Rivière,3777,76,182,right,Martinique,MQ,Forward,Metz,Metz,FC Metz,3777.0
1993,Benjamin,,André,3774,76,180,right,France,FR,Midfielder,Rennes,Rennes,Stade Rennais FC,3774.0
1994,Paul,,Lasne,3787,77,186,left,France,FR,Midfielder,Montpellier,Montpellier,Montpellier HSC,3787.0
1995,Frédéric,,Sammaritano,3804,65,162,right,France,FR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
1996,Yoann,,Andreu,3799,70,178,right,France,FR,Defender,Angers,Angers,Angers SCO,3799.0
1997,Kylian,,Mbappé Lottin,3767,73,178,right,France,FR,Forward,Paris,PSG,Paris Saint-Germain FC,3767.0
1998,Faouzi,,Ghoulam,3187,80,188,left,France,FR,Defender,Castel Volturno,Napoli,SSC Napoli,3187.0
1999,Ismaël Tiémoko,,Diomandé,3783,82,183,right,C\u00f4te d'Ivoire,CI,Midfielder,Caen,Caen,Stade Malherbe Caen,3783.0
2000,Max-Alain,,Gradel,3780,70,177,right,C\u00f4te d'Ivoire,CI,Forward,Toulouse,Toulouse,Toulouse FC,3780.0
2001,Josuha,,Guilavogui,2451,77,188,right,France,FR,Midfielder,Wolfsburg,Wolfsburg,VfL Wolfsburg,2451.0
2002,Loïc,,Perrin,3782,80,181,right,France,FR,Defender,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
2003,Yoric,,Ravet,2453,74,178,right,France,FR,Midfielder,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
2004,Thomas,,Heurtaux,3194,78,183,right,France,FR,Defender,Verona,Hellas Verona,Hellas Verona FC,3194.0
2005,Jérémy,,Sorbon,3785,79,183,right,France,FR,Defender,Guingamp,Guingamp,En Avant Guingamp,3785.0
2006,Fayçal,,Fajr,3783,72,178,right,France,FR,Midfielder,Caen,Caen,Stade Malherbe Caen,3783.0
2007,Romain,,Hamouma,3782,76,178,right,France,FR,Forward,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
2008,Benjamin,,Nivet,3795,75,178,right,France,FR,Midfielder,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
2009,M'Baye Babacar,,Niang,3185,75,184,right,France,FR,Forward,Torino,Torino,Torino FC,3185.0
2010,Denis,,Petrić,3785,80,187,right,Slovenia,SI,Goalkeeper,Guingamp,Guingamp,En Avant Guingamp,3785.0
2011,Julian,,Palmieri,3777,64,170,left,France,FR,Defender,Metz,Metz,FC Metz,3777.0
2012,Nicolas,,de Roussel de Préville,3772,77,182,right,France,FR,Forward,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
2013,Mamadou,,Samassa,3795,85,198,right,France,FR,Goalkeeper,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
2014,François,,Bellugou,3795,74,188,right,France,FR,Defender,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
2015,Charly,,Charrier,,79,181,right,France,FR,Midfielder,,,,
2016,Moustapha Elhadji,,Diallo,3785,78,192,right,Senegal,SN,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
2017,Thibault,,Giresse,,68,172,left,France,FR,Midfielder,,,,
2018,Gilbert Gianelli,,Imbula Wanga,3780,84,186,left,Belgium,BE,Midfielder,Toulouse,Toulouse,Toulouse FC,3780.0
2019,Christophe,,Kerbrat,3785,74,185,right,France,FR,Defender,Guingamp,Guingamp,En Avant Guingamp,3785.0
2020,Ewandro Felipe,,de Lima Costa,9623,67,176,left,Brazil,BR,Forward,,,,
2021,Baïssama,,Sankoh,3783,73,180,right,France,FR,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
2022,Abdul Khaled,,Akiola Adénon,3789,72,180,right,Benin,BJ,Defender,Amiens,Amiens SC,Amiens SC,3789.0
2023,Jhon Andrés,,Córdoba Copete,2463,85,185,right,Colombia,CO,Forward,K\u00f6ln,Köln,1. FC Köln,2463.0
2024,Laurent,,Pionnier,,77,183,right,France,FR,Goalkeeper,,,,
2025,Henri,,Bedimo Nsamè,3771,80,180,left,Cameroon,CM,Defender,Marseille,Olympique Marseille,Olympique de Marseille,3771.0
2026,Mathieu,,Deplagne,3795,78,183,right,France,FR,Defender,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
2027,Vitorino,,Hilton da Silva,3787,78,180,right,Brazil,BR,Defender,Montpellier,Montpellier,Montpellier HSC,3787.0
2028,Benjamin,,Stambouli,2449,82,180,right,France,FR,Midfielder,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
2029,Mapou,,Yanga-Mbiwa,3766,77,184,right,Central African Republic,CF,Defender,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
2030,Younès,,Belhanda,14503,74,175,right,France,FR,Midfielder,,,,
2031,Rémy,,Cabella,3782,68,171,right,France,FR,Midfielder,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
2032,Bryan,,Dabo,3176,81,186,right,France,FR,Midfielder,Firenze,Fiorentina,ACF Fiorentina,3176.0
2033,Jonathan,,Tinhan,3795,69,178,right,France,FR,Forward,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
2034,Souleymane,,Camara,3787,75,174,right,Senegal,SN,Forward,Montpellier,Montpellier,Montpellier HSC,3787.0
2035,Olivier,,Giroud,1610,88,192,left,France,FR,Forward,London,Chelsea,Chelsea FC,1610.0
2036,Carlos Joel,,Salcedo Hernández,2462,77,188,right,Mexico,MX,Defender,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
2037,Benjamin,,Lecomte,3787,78,186,right,France,FR,Goalkeeper,Montpellier,Montpellier,Montpellier HSC,3787.0
2038,Simon,,Falette,2462,89,184,left,France,FR,Defender,Frankfurt am Main,Eintracht Frankfurt,Eintracht Frankfurt,2462.0
2039,Lamine,,Gassama,4522,74,181,right,France,FR,Defender,,,,
2040,Wesley,,Lautoa,3804,87,182,right,France,FR,Defender,Dijon,Dijon,Dijon FCO,3804.0
2041,Cheick,,Doukouré,695,75,180,right,C\u00f4te d'Ivoire,CI,Midfielder,Valencia,Levante,Levante UD,695.0
2042,Yann,,Jouffre,,74,176,left,France,FR,Midfielder,,,,
2043,Joel Nathaniel,,Campbell Samuels,3254,72,178,left,Costa Rica,CR,Forward,,,,
2044,Kévin,,Monnet-Paquet,3782,81,184,right,France,FR,Forward,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
2045,Gilles,,Sunu,3799,83,181,right,France,FR,Forward,Angers,Angers,Angers SCO,3799.0
2046,Landry,,Bonnefoi,,72,184,right,France,FR,Goalkeeper,,,,
2047,Julien,,Ielsch,3789,72,173,left,France,FR,Defender,Amiens,Amiens SC,Amiens SC,3789.0
2048,Jonas,,Martin,3779,76,184,right,France,FR,Midfielder,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2049,Loïc,,Puyo,3799,77,182,left,France,FR,Midfielder,Angers,Angers,Angers SCO,3799.0
2050,Hervé,,Bazile,3783,78,181,left,France,FR,Forward,Caen,Caen,Stade Malherbe Caen,3783.0
2051,Lionel Jules,,Carole,680,79,178,left,France,FR,Defender,Sevilla,Sevilla,Sevilla FC,680.0
2052,Florentin,,Pogba,,93,189,left,Guinea,GN,Defender,,,,
2053,Ismaël,,Traoré,3799,87,184,right,France,FR,Defender,Angers,Angers,Angers SCO,3799.0
2054,Mickaël,,Le Bihan,3775,80,184,right,France,FR,Forward,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
2055,Naïm,,Sliti,3804,75,173,right,France,FR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
2056,Salif,,Sané,2449,85,196,right,France,FR,Defender,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
2057,Thomas,,Mangani,3799,79,183,left,France,FR,Midfielder,Angers,Angers,Angers SCO,3799.0
2058,Benjamin,,Jeannot,3804,75,183,right,France,FR,Forward,Dijon,Dijon,Dijon FCO,3804.0
2059,Brice,,Samba,3783,79,186,left,Congo,CG,Goalkeeper,Caen,Caen,Stade Malherbe Caen,3783.0
2060,Prince-Désir,,Gouano,3789,78,186,right,France,FR,Defender,Amiens,Amiens SC,Amiens SC,3789.0
2061,Maxime,,Le Marchand,3775,77,185,left,France,FR,Defender,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
2062,Loïc,,Badiashile Mukinayi,19830,80,186,right,France,FR,Goalkeeper,Monaco,Monaco,AS Monaco FC,19830.0
2063,Bruno Miguel,,Boialvo Gaspar,3176,68,176,right,Portugal,PT,Defender,Firenze,Fiorentina,ACF Fiorentina,3176.0
2064,Nélson,,Cabral Semedo,676,67,177,right,Portugal,PT,Defender,Barcelona,Barcelona,FC Barcelona,676.0
2065,Johan Andrés,,Mojica Palacio,756,66,179,left,Colombia,CO,Defender,Girona,Girona,Girona FC,756.0
2066,Claudio,,Beauvue,712,66,174,right,Guadeloupe,GP,Forward,Legan\u00e9s,Leganés,CD Leganés,712.0
2067,Robin,,Zentner,2460,83,194,right,Germany,DE,Goalkeeper,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
2068,Djibril,,Sidibé,19830,71,182,right,France,FR,Defender,Monaco,Monaco,AS Monaco FC,19830.0
2069,Quentin,,Othon,3779,64,162,left,France,FR,Midfielder,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2070,Jessy,,Moulin,3782,88,185,right,France,FR,Goalkeeper,Saint-\u00c9tienne,Saint-Étienne,AS Saint-Étienne,3782.0
2071,Romain,,Saïss,1629,76,190,left,France,FR,Midfielder,,,,
2072,Alexandre,,Letellier,6408,93,193,right,France,FR,Goalkeeper,,,,
2073,Vincent,,Manceau,3799,70,176,right,France,FR,Defender,Angers,Angers,Angers SCO,3799.0
2074,Férébory,,Doré,3799,81,194,right,Congo,CG,Forward,Angers,Angers,Angers SCO,3799.0
2075,Sabri,,Toufiqui,3774,70,173,,France,FR,Midfielder,Rennes,Rennes,Stade Rennais FC,3774.0
2076,Nicolas,,Pallois,3770,89,189,left,France,FR,Defender,La Chapelle-sur-Erdre,Nantes,FC Nantes,3770.0
2077,Zinédine,,Machach,3187,77,184,right,France,FR,Midfielder,Castel Volturno,Napoli,SSC Napoli,3187.0
2078,Anthony,,Gonçalves,3779,79,178,right,France,FR,Midfielder,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2079,Cristiano,,Lombardi,3219,73,179,right,Italy,IT,Forward,Benevento,Benevento,Benevento Calcio,3219.0
2080,Aïssa,,Mandi,684,78,184,right,France,FR,Defender,Sevilla,Real Betis,Real Betis Balompié,684.0
2081,Romain,,Amalfitano,3804,72,175,right,France,FR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
2082,Lucas,,Deaux,3785,82,188,right,France,FR,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
2083,Leonardo,,Spinazzola,3172,75,186,right,Italy,IT,Midfielder,Ciserano,Atalanta,Atalanta Bergamasca Calcio,3172.0
2084,Antonio,,Santurro,3166,86,192,right,Italy,IT,Goalkeeper,Bologna,Bologna,Bologna FC 1909,3166.0
2085,Paul,,Baysse,3772,82,185,right,France,FR,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
2086,Santiago Juan,,Gentiletti Selak,,77,182,left,Argentina,AR,Defender,,,,
2087,Luca,,Rossettini,3193,82,187,right,Italy,IT,Defender,Genova,Genoa,Genoa CFC,3193.0
2088,Philipp,,Lienhart,2453,81,185,right,Austria,AT,Defender,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
2089,Rodney,,Wallace Burns,32556,75,182,left,Costa Rica,CR,Midfielder,,,,
2090,Baptiste,,Reynet,3804,85,185,right,France,FR,Goalkeeper,Dijon,Dijon,Dijon FCO,3804.0
2091,Abdoulaye,,Bamba,3799,68,182,right,C\u00f4te d'Ivoire,CI,Defender,Angers,Angers,Angers SCO,3799.0
2092,Samuel,,Souprayen,3194,70,187,left,Reunion,RE,Defender,Verona,Hellas Verona,Hellas Verona FC,3194.0
2093,Cédric,,Varrault,,76,182,right,France,FR,Defender,,,,
2094,Sekou,,Baradji,3789,77,183,left,France,FR,Midfielder,Amiens,Amiens SC,Amiens SC,3789.0
2095,Benjamin,,Corgnet,3779,74,180,right,France,FR,Midfielder,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2096,Gaël,,Kakuta,3789,64,173,left,France,FR,Midfielder,Amiens,Amiens SC,Amiens SC,3789.0
2097,Younousse,,Sankharé,3772,80,184,left,France,FR,Midfielder,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
2098,Damien,,Da Silva,3783,82,184,right,France,FR,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
2099,Bernard,,Tekpetey,2449,69,172,right,Ghana,GH,Forward,Gelsenkirchen,Schalke 04,FC Schalke 04,2449.0
2100,Guy Adolphe,,N'Gosso Massouma,,75,185,right,Cameroon,CM,Midfielder,,,,
2101,Jérémy,,Cordoval,3795,67,167,right,France,FR,Defender,Troyes,Troyes,Espérance Sportive Troyes Aube Champagne,3795.0
2102,Taulant Ragip,,Xhaka,6407,72,172,right,Switzerland,CH,Midfielder,,,,
2103,Pol Mikel,,Lirola Kosok,3315,75,183,right,Spain,ES,Defender,Sassuolo,Sassuolo,US Sassuolo Calcio,3315.0
2104,Ozan,,Tufan,4487,70,179,right,Turkey,TR,Midfielder,,,,
2105,Kenny,,Lala,3779,78,178,right,France,FR,Defender,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2106,Renaud,,Cohade,3777,74,180,right,France,FR,Midfielder,Metz,Metz,FC Metz,3777.0
2107,Mathieu,,Dossevi,3777,65,172,right,France,FR,Midfielder,Metz,Metz,FC Metz,3777.0
2108,Carlos Alberto,,Sánchez Moreno,1633,80,182,right,Colombia,CO,Midfielder,London,West Ham United,West Ham United FC,1633.0
2109,Romain,,Genevois,3783,79,182,right,Haiti,HT,Defender,Caen,Caen,Stade Malherbe Caen,3783.0
2110,Prince,,Oniangué,3799,78,190,right,France,FR,Midfielder,Angers,Angers,Angers SCO,3799.0
2111,Jeremy,,Blayac,3779,80,187,right,France,FR,Forward,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2112,Billy,,Ketkeophomphone,3799,71,180,right,France,FR,Forward,Angers,Angers,Angers SCO,3799.0
2113,Anton,,Miranchuk,13887,72,183,right,Russia,RU,Midfielder,,,,
2114,Régis,,Gurtner,3789,80,183,right,France,FR,Goalkeeper,Amiens,Amiens SC,Amiens SC,3789.0
2115,Marcelo,,Brozović,3161,68,181,right,Croatia,HR,Midfielder,Milano,Internazionale,FC Internazionale Milano,3161.0
2116,Yannis,,Salibur,3785,76,177,left,France,FR,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
2117,Diafra,,Sakho,3774,79,184,right,Senegal,SN,Forward,Rennes,Rennes,Stade Rennais FC,3774.0
2118,Arnaud,,Souquet,3775,73,179,right,France,FR,Defender,Nice,Nice,O.G.C. Nice Côte d'Azur,3775.0
2119,Karl,,Toko Ekambi,3799,70,183,right,France,FR,Forward,Angers,Angers,Angers SCO,3799.0
2120,Daniel,,Wass,692,74,181,right,Denmark,DK,Midfielder,Vigo,Celta de Vigo,Real Club Celta de Vigo,692.0
2121,Alexandre,,Oukidja,3779,78,185,right,France,FR,Goalkeeper,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2122,Chang-Hoon,,Kwon,3804,69,174,left,Korea Republic,KR,Midfielder,Dijon,Dijon,Dijon FCO,3804.0
2123,Federico,,Peluso,3315,82,188,left,Italy,IT,Defender,Sassuolo,Sassuolo,US Sassuolo Calcio,3315.0
2124,Ambroise,,Oyongo Bitolo,3787,68,175,left,Cameroon,CM,Defender,Montpellier,Montpellier,Montpellier HSC,3787.0
2125,Luca,,Cigarini,3173,72,175,right,Italy,IT,Midfielder,Cagliari,Cagliari,Cagliari Calcio,3173.0
2126,Jakub,,Jankto,3163,73,184,left,Czech Republic,CZ,Midfielder,Udine,Udinese,Udinese Calcio,3163.0
2127,Ludovic,,Butelle,3799,84,188,right,France,FR,Goalkeeper,Angers,Angers,Angers SCO,3799.0
2128,Simone,,Edera,3185,65,174,left,Italy,IT,Forward,Torino,Torino,Torino FC,3185.0
2129,Idriss,,Saadi,3779,75,179,right,France,FR,Forward,Strasbourg,Strasbourg,RC Strasbourg Alsace,3779.0
2130,Robert,,Bauer,2443,76,183,right,Germany,DE,Defender,Bremen,Werder Bremen,SV Werder Bremen,2443.0
2131,Florian,,Grillitsch,2482,77,187,right,Austria,AT,Midfielder,Sinsheim,Hoffenheim,TSG 1899 Hoffenheim,2482.0
2132,Mathieu,,Michel,3799,82,188,right,France,FR,Goalkeeper,Angers,Angers,Angers SCO,3799.0
2133,Maxime,,Poundjé,3772,74,180,left,France,FR,Defender,Le Haillan,Bordeaux,FC Girondins de Bordeaux,3772.0
2134,Óscar Esau,,Duarte Gaitán,691,81,186,right,Nicaragua,NI,Defender,Barcelona,Espanyol,Reial Club Deportiu Espanyol,691.0
2135,Levin Mete,,Öztunali,2460,80,184,right,Germany,DE,Midfielder,Mainz,Mainz 05,1. FSV Mainz 05,2460.0
2136,Nicolas,,Benezet,3785,65,170,right,France,FR,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
2137,Yeltsin Ignacio,,Tejeda Valverde,6434,66,177,right,Costa Rica,CR,Midfielder,,,,
2138,Bobby,,Allain,3804,75,185,,France,FR,Goalkeeper,Dijon,Dijon,Dijon FCO,3804.0
2139,Jean-Christophe,,Bouet,3789,82,184,right,France,FR,Goalkeeper,Amiens,Amiens SC,Amiens SC,3789.0
2140,Mathieu,,Gorgelin,3766,83,187,left,France,FR,Goalkeeper,Lyon,Olympique Lyonnais,Olympique Lyonnais,3766.0
2141,Rick,,Karsdorp,3158,80,182,right,Netherlands,NL,Defender,Roma,Roma,AS Roma,3158.0
2142,Giancarlo,,González Castro,3166,77,186,right,Costa Rica,CR,Defender,Bologna,Bologna,Bologna FC 1909,3166.0
2143,Matthieu,,Dreyer,3783,81,188,right,France,FR,Goalkeeper,Caen,Caen,Stade Malherbe Caen,3783.0
2144,Sergio,,Arribas Blázquez,712,0,0,,Spain,ES,Midfielder,Legan\u00e9s,Leganés,CD Leganés,712.0
2145,Jefferson Andrés,,Lerma Solís,1659,70,179,right,Colombia,CO,Midfielder,"Bournemouth, Dorset",AFC Bournemouth,AFC Bournemouth,1659.0
2146,Danilo,,Cataldi,3219,70,180,right,Italy,IT,Midfielder,Benevento,Benevento,Benevento Calcio,3219.0
2147,Luca,,Crecco,3162,80,183,left,Italy,IT,Midfielder,Formello,Lazio,SS Lazio,3162.0
2148,Keita,,Baldé Diao,3161,80,181,right,Spain,ES,Forward,Milano,Internazionale,FC Internazionale Milano,3161.0
2149,David,,Alba Fernández,698,0,0,,Spain,ES,Defender,Getafe (Madrid),Getafe,Getafe Club de Fútbol,698.0
2150,Youssef,,Aït Bennasser,19830,74,184,right,France,FR,Midfielder,Monaco,Monaco,AS Monaco FC,19830.0
2151,Yerry Fernando,,Mina González,1623,75,195,right,Colombia,CO,Defender,Liverpool,Everton,Everton FC,1623.0
2152,Sergio Duvan,,Córdova Lezama,2481,87,188,right,Venezuela,VE,Forward,Augsburg,Augsburg,FC Augsburg,2481.0
2153,Lebogang,,Phiri,3785,63,173,right,South Africa,ZA,Midfielder,Guingamp,Guingamp,En Avant Guingamp,3785.0
2154,Júlio,,Tavares,3804,84,187,right,Cape Verde Islands,CV,Forward,Dijon,Dijon,Dijon FCO,3804.0
2155,Charalampos,,Lykogiannis,3173,78,186,left,Greece,GR,Defender,Cagliari,Cagliari,Cagliari Calcio,3173.0
2156,Vassilis,,Torosidis,3166,82,186,right,Greece,GR,Defender,Bologna,Bologna,Bologna FC 1909,3166.0
2157,Amir,,Abedzadeh,9612,86,186,right,Iran,IR,Goalkeeper,,,,
2158,Kevin,,Mirallas,12509,70,182,right,Belgium,BE,Midfielder,,,,
2159,Gaëtan,,Bussmann,2453,76,184,left,France,FR,Defender,Freiburg im Breisgau,Freiburg,SC Freiburg,2453.0
2160,Anto,,Grgic,6421,84,188,right,Switzerland,CH,Midfielder,,,,
